sid,ads,idx,E_MACE_D3_eV,E_bind_MACE_D3_eV,dE_rel_meV,converged,n_steps,d_min_ads_sub_A,site_type_raw_MLIP,fingerprint
S1,CO,64,-405.719049,-1.7981,0.0,True,83,1.971,bridge,[1.19]
S1,CO,8,-405.714797,-1.7938,4252.1,True,108,1.972,atop,[1.19]
S1,CO,99,-405.387272,-1.4663,187729.6,True,200,2.264,atop,[1.22]
S1,CO,58,-405.389999,-1.469,307491.4,True,200,1.872,unknown,[1.17]
S1,CO,3,-405.717758,-1.7968,317172.7,True,200,1.86,unknown,[1.18]
S1,CO,40,-405.395071,-1.4741,323978.5,True,38,1.847,unknown,[1.17]
S1,CO,30,-405.712466,-1.7915,324768.2,True,200,1.856,unknown,[1.17]
S1,CO,89,-405.387515,-1.4666,326133.2,True,200,1.861,unknown,[1.16]
S1,CO,28,-405.712892,-1.7919,337712.9,True,200,1.851,unknown,[1.17]
S1,CO,85,-405.387722,-1.4668,367914.0,True,200,1.853,unknown,[1.17]
S1,CO,71,-405.391036,-1.4701,1637123.5,True,205,3.278,bridge,[1.15]
S1,CO,43,-405.672611,-1.7517,1692320.6,True,235,4.239,bridge,[1.15]
S1,CH3O,48,-415.87339,-2.1614,0.0,True,139,2.108,unknown,"[1.11, 1.11, 1.12, 1.43, 1.81, 1.81, 1.81, 2.06, 2.08, 2.12]"
S1,CH3O,59,-415.872253,-2.1603,1137.6,True,69,2.103,unknown,"[1.1, 1.11, 1.12, 1.43, 1.81, 1.81, 1.81, 2.07, 2.08, 2.12]"
S1,CH3O,138,-415.871883,-2.1599,1507.3,True,134,2.106,unknown,"[1.11, 1.11, 1.12, 1.43, 1.8, 1.81, 1.81, 2.07, 2.08, 2.12]"
S1,CH3O,40,-415.871556,-2.1596,1834.7,True,64,2.111,unknown,"[1.11, 1.11, 1.12, 1.43, 1.81, 1.81, 1.81, 2.07, 2.08, 2.12]"
S1,CH3O,141,-415.871537,-2.1596,1853.7,True,133,2.105,unknown,"[1.1, 1.11, 1.12, 1.43, 1.8, 1.81, 1.81, 2.07, 2.08, 2.12]"
S1,CH3O,105,-415.871232,-2.1593,2158.1,True,71,2.102,unknown,"[1.11, 1.11, 1.12, 1.43, 1.81, 1.81, 1.81, 2.07, 2.07, 2.12]"
S1,CH3O,283,-415.871009,-2.1591,2381.4,True,123,2.105,unknown,"[1.11, 1.11, 1.12, 1.43, 1.8, 1.81, 1.81, 2.06, 2.09, 2.12]"
S1,CH3O,0,-415.869376,-2.1574,4014.7,True,67,2.097,unknown,"[1.1, 1.11, 1.12, 1.43, 1.81, 1.81, 1.81, 2.07, 2.07, 2.12]"
S1,CH3O,37,-415.868882,-2.1569,4507.9,True,118,2.102,unknown,"[1.11, 1.11, 1.12, 1.43, 1.8, 1.8, 1.81, 2.06, 2.08, 2.12]"
S1,CH3O,103,-415.867731,-2.1558,5659.8,True,58,2.099,unknown,"[1.1, 1.11, 1.12, 1.43, 1.8, 1.81, 1.81, 2.07, 2.07, 2.13]"
S1,CH3O,128,-415.866182,-2.1542,7208.0,True,118,2.113,unknown,"[1.1, 1.11, 1.12, 1.43, 1.8, 1.8, 1.81, 2.06, 2.08, 2.12]"
S1,CH3O,199,-415.86574,-2.1538,7649.9,True,118,2.109,unknown,"[1.1, 1.11, 1.12, 1.43, 1.8, 1.81, 1.81, 2.06, 2.09, 2.12]"
S1,CH3O,61,-415.865065,-2.1531,8325.5,True,122,2.109,unknown,"[1.1, 1.1, 1.12, 1.43, 1.8, 1.81, 1.81, 2.06, 2.09, 2.12]"
S1,CH3O,331,-415.864041,-2.1521,9349.1,True,59,2.471,unknown,"[1.11, 1.11, 1.12, 1.43, 1.81, 1.81, 1.81, 2.06, 2.08, 2.12]"
S1,CH3O,319,-415.863933,-2.152,9457.8,True,59,2.471,unknown,"[1.1, 1.1, 1.12, 1.43, 1.8, 1.81, 1.81, 2.06, 2.08, 2.12]"
S1,CH3O,112,-415.863724,-2.1518,9666.6,True,75,2.103,unknown,"[1.11, 1.11, 1.12, 1.43, 1.8, 1.81, 1.81, 2.06, 2.09, 2.12]"
S1,CH3O,122,-415.860817,-2.1489,12573.3,True,115,2.104,unknown,"[1.11, 1.11, 1.12, 1.43, 1.8, 1.81, 1.81, 2.07, 2.09, 2.12]"
S1,CH3O,110,-415.860375,-2.1484,13015.5,True,116,2.105,unknown,"[1.11, 1.11, 1.12, 1.43, 1.8, 1.81, 1.81, 2.06, 2.08, 2.12]"
S1,CH3O,3,-415.859159,-2.1472,14230.8,True,77,2.097,unknown,"[1.11, 1.11, 1.11, 1.43, 1.8, 1.81, 1.81, 2.06, 2.08, 2.11]"
S1,CH3O,14,-415.857646,-2.1457,15743.9,True,77,2.093,unknown,"[1.1, 1.11, 1.11, 1.43, 1.8, 1.81, 1.81, 2.06, 2.08, 2.11]"
S1,CH3O,188,-415.855977,-2.144,17412.9,True,49,2.117,unknown,"[1.11, 1.11, 1.13, 1.43, 1.8, 1.81, 1.81, 2.07, 2.09, 2.13]"
S1,CH3O,13,-415.85506,-2.1431,18330.2,True,65,2.103,unknown,"[1.1, 1.11, 1.11, 1.43, 1.8, 1.81, 1.81, 2.07, 2.07, 2.12]"
S1,CH3O,116,-415.853861,-2.1419,19529.0,True,111,2.099,unknown,"[1.1, 1.11, 1.12, 1.43, 1.8, 1.81, 1.81, 2.06, 2.09, 2.12]"
S1,CH3O,308,-415.851616,-2.1397,21774.4,True,95,2.118,unknown,"[1.11, 1.11, 1.11, 1.43, 1.81, 1.81, 1.81, 2.06, 2.08, 2.12]"
S1,CH3O,140,-415.851123,-2.1392,22267.4,True,94,2.097,unknown,"[1.1, 1.11, 1.11, 1.43, 1.81, 1.81, 1.81, 2.06, 2.08, 2.12]"
S1,CH3O,7,-415.849653,-2.1377,23736.9,True,83,2.108,unknown,"[1.11, 1.11, 1.11, 1.43, 1.8, 1.81, 1.81, 2.06, 2.09, 2.11]"
S1,CH3O,97,-415.846199,-2.1343,27191.1,True,65,2.102,unknown,"[1.11, 1.11, 1.12, 1.43, 1.8, 1.81, 1.81, 2.06, 2.1, 2.12]"
S1,CH3O,187,-415.844854,-2.1329,28536.4,True,79,2.125,unknown,"[1.11, 1.11, 1.12, 1.43, 1.8, 1.81, 1.81, 2.06, 2.1, 2.12]"
S1,CH3O,130,-415.844312,-2.1324,29078.2,True,67,2.116,unknown,"[1.1, 1.11, 1.12, 1.43, 1.8, 1.81, 1.81, 2.05, 2.11, 2.12]"
S1,CH3O,214,-415.84417,-2.1322,29220.3,True,67,2.116,unknown,"[1.11, 1.11, 1.12, 1.43, 1.8, 1.81, 1.81, 2.05, 2.11, 2.12]"
S1,CH3O,2,-415.843398,-2.1315,29992.5,True,53,2.109,unknown,"[1.11, 1.11, 1.12, 1.43, 1.8, 1.8, 1.81, 2.06, 2.1, 2.12]"
S1,CH3O,298,-415.841919,-2.13,31471.3,True,64,2.118,unknown,"[1.11, 1.11, 1.12, 1.43, 1.8, 1.8, 1.82, 2.06, 2.11, 2.12]"
S1,CH3O,198,-415.841303,-2.1294,32087.7,True,65,2.108,unknown,"[1.11, 1.11, 1.12, 1.43, 1.8, 1.8, 1.81, 2.06, 2.11, 2.11]"
S1,CH3O,146,-415.840801,-2.1289,32589.7,True,47,2.106,unknown,"[1.11, 1.11, 1.12, 1.43, 1.8, 1.81, 1.81, 2.06, 2.11, 2.11]"
S1,CH3O,248,-415.840343,-2.1284,33046.8,True,47,2.107,unknown,"[1.11, 1.11, 1.12, 1.43, 1.8, 1.81, 1.81, 2.05, 2.11, 2.11]"
S1,CH3O,253,-415.839831,-2.1279,33559.7,True,72,2.109,unknown,"[1.11, 1.11, 1.11, 1.43, 1.8, 1.81, 1.81, 2.06, 2.1, 2.11]"
S1,CH3O,66,-415.838478,-2.1265,34912.1,True,63,2.113,unknown,"[1.11, 1.11, 1.12, 1.43, 1.8, 1.8, 1.81, 2.05, 2.11, 2.11]"
S1,CH3O,329,-415.837594,-2.1256,35796.2,True,43,2.471,unknown,"[1.11, 1.11, 1.11, 1.43, 1.8, 1.8, 1.81, 2.06, 2.11, 2.11]"
S1,CH3O,263,-415.836556,-2.1246,36833.8,True,29,2.115,unknown,"[1.11, 1.12, 1.12, 1.43, 1.8, 1.81, 1.81, 2.06, 2.11, 2.11]"
S1,CH3O,256,-415.83483,-2.1229,38560.7,True,29,2.117,unknown,"[1.11, 1.12, 1.12, 1.43, 1.8, 1.81, 1.81, 2.06, 2.11, 2.11]"
S1,CH3O,333,-415.833058,-2.1211,40332.4,True,71,2.34,unknown,"[1.11, 1.12, 1.12, 1.43, 1.8, 1.81, 1.81, 2.06, 2.11, 2.12]"
S1,CH3O,86,-415.830236,-2.1183,43154.7,True,88,2.089,unknown,"[1.11, 1.11, 1.11, 1.43, 1.8, 1.81, 1.81, 2.07, 2.08, 2.11]"
S1,CH3O,312,-415.824975,-2.113,48414.8,True,57,2.332,unknown,"[1.11, 1.12, 1.12, 1.42, 1.8, 1.8, 1.81, 2.06, 2.11, 2.12]"
S1,CH3O,8,-415.8161,-2.1042,57290.5,True,79,2.095,unknown,"[1.11, 1.11, 1.11, 1.43, 1.8, 1.81, 1.81, 2.07, 2.07, 2.12]"
S1,CH3O,334,-415.802642,-2.0907,70748.5,True,87,3.242,unknown,"[1.11, 1.11, 1.11, 1.44, 1.8, 1.8, 1.81, 2.06, 2.1, 2.1]"
S1,CH3O,109,-415.799185,-2.0872,74205.4,True,82,2.091,unknown,"[1.1, 1.11, 1.11, 1.44, 1.8, 1.8, 1.81, 2.06, 2.1, 2.11]"
S1,CH3O,57,-415.79839,-2.0864,75000.7,True,96,2.091,unknown,"[1.11, 1.11, 1.11, 1.44, 1.8, 1.81, 1.81, 2.06, 2.08, 2.11]"
S1,CH3O,303,-415.798344,-2.0864,75046.2,True,97,2.118,unknown,"[1.11, 1.11, 1.11, 1.44, 1.8, 1.81, 1.81, 2.06, 2.08, 2.12]"
S1,CH3O,225,-415.797965,-2.086,75425.5,True,96,2.09,unknown,"[1.11, 1.11, 1.11, 1.44, 1.8, 1.8, 1.81, 2.06, 2.08, 2.11]"
S1,CH3O,6,-415.793387,-2.0814,80003.2,True,78,2.103,unknown,"[1.1, 1.1, 1.11, 1.44, 1.8, 1.81, 1.81, 2.07, 2.08, 2.11]"
S1,CH3O,247,-415.786044,-2.0741,87346.8,True,84,2.085,unknown,"[1.1, 1.11, 1.11, 1.44, 1.8, 1.8, 1.81, 2.06, 2.09, 2.11]"
S1,CH3O,313,-415.784948,-2.073,88442.0,True,73,3.147,unknown,"[1.1, 1.11, 1.11, 1.44, 1.8, 1.8, 1.81, 2.06, 2.1, 2.1]"
S1,CH3O,104,-415.763791,-2.0518,109599.7,True,86,2.095,unknown,"[1.11, 1.11, 1.11, 1.44, 1.8, 1.81, 1.81, 2.07, 2.08, 2.11]"
S1,CH3O,41,-415.733058,-2.0211,140331.8,True,49,2.097,unknown,"[1.1, 1.1, 1.11, 1.44, 1.8, 1.8, 1.8, 2.06, 2.1, 2.1]"
S1,CH3O,47,-415.730131,-2.0182,143259.6,True,49,2.133,unknown,"[1.1, 1.1, 1.11, 1.44, 1.8, 1.8, 1.81, 2.06, 2.1, 2.1]"
S1,CH3O,251,-415.727853,-2.0159,145537.7,True,45,2.94,unknown,"[1.1, 1.11, 1.11, 1.44, 1.8, 1.8, 1.81, 2.07, 2.1, 2.1]"
S1,CH3O,131,-415.723105,-2.0112,150284.8,True,45,2.916,unknown,"[1.1, 1.11, 1.11, 1.44, 1.8, 1.8, 1.81, 2.06, 2.1, 2.1]"
S1,CH3O,299,-415.723035,-2.0111,150355.4,True,45,2.916,unknown,"[1.1, 1.11, 1.11, 1.44, 1.8, 1.8, 1.81, 2.06, 2.09, 2.1]"
S1,CH3O,233,-415.722812,-2.0109,150578.5,True,49,2.09,unknown,"[1.1, 1.11, 1.11, 1.44, 1.8, 1.8, 1.8, 2.06, 2.1, 2.1]"
S1,CH3O,281,-415.722464,-2.0105,150926.4,True,49,2.099,unknown,"[1.1, 1.1, 1.11, 1.44, 1.8, 1.8, 1.81, 2.07, 2.09, 2.1]"
S1,CH3O,244,-415.722266,-2.0103,151124.7,True,49,2.09,unknown,"[1.1, 1.1, 1.11, 1.44, 1.8, 1.8, 1.8, 2.06, 2.1, 2.1]"
S1,CH3O,26,-415.714507,-2.0026,158883.6,True,49,2.084,unknown,"[1.1, 1.11, 1.11, 1.44, 1.8, 1.8, 1.8, 2.07, 2.09, 2.1]"
S1,CH3O,129,-415.662803,-1.9509,210587.7,True,49,2.473,unknown,"[1.11, 1.11, 1.11, 1.44, 1.8, 1.8, 1.81, 2.07, 2.1, 2.1]"
S1,CH3O,170,-415.63194,-1.92,241449.9,True,72,1.986,unknown,"[1.11, 1.11, 1.15, 1.39, 1.79, 1.81, 1.82, 2.04, 2.1, 2.14]"
S1,CH3O,101,-415.630932,-1.919,242458.3,True,71,1.984,unknown,"[1.11, 1.11, 1.15, 1.4, 1.79, 1.81, 1.82, 2.05, 2.1, 2.14]"
S1,CH3O,5,-415.630075,-1.9181,243315.1,True,67,1.981,unknown,"[1.11, 1.11, 1.15, 1.4, 1.79, 1.81, 1.82, 2.04, 2.1, 2.14]"
S1,CH3O,50,-415.628162,-1.9162,245227.8,True,64,1.987,unknown,"[1.11, 1.11, 1.16, 1.39, 1.79, 1.81, 1.82, 2.04, 2.1, 2.14]"
S1,CH3O,305,-415.627978,-1.916,245411.9,True,64,2.01,unknown,"[1.11, 1.11, 1.16, 1.39, 1.79, 1.81, 1.83, 2.04, 2.1, 2.14]"
S1,CH3O,254,-415.623658,-1.9117,249732.4,True,41,1.983,unknown,"[1.11, 1.11, 1.14, 1.4, 1.8, 1.8, 1.82, 2.04, 2.1, 2.13]"
S1,CH3O,20,-415.621596,-1.9096,251794.6,True,57,1.989,unknown,"[1.11, 1.12, 1.16, 1.39, 1.78, 1.82, 1.82, 2.04, 2.11, 2.14]"
S1,CH3O,272,-415.620895,-1.9089,252495.0,True,62,1.99,unknown,"[1.11, 1.11, 1.16, 1.39, 1.77, 1.82, 1.82, 2.04, 2.1, 2.15]"
S1,CH3O,180,-415.617265,-1.9053,256125.1,True,45,1.975,unknown,"[1.11, 1.11, 1.13, 1.41, 1.8, 1.81, 1.81, 2.04, 2.1, 2.12]"
S1,CH3O,96,-415.614258,-1.9023,259132.1,True,41,1.983,unknown,"[1.11, 1.12, 1.14, 1.4, 1.8, 1.8, 1.82, 2.04, 2.11, 2.13]"
S1,CH3O,271,-415.613446,-1.9015,259944.4,True,40,1.98,unknown,"[1.11, 1.12, 1.14, 1.4, 1.8, 1.81, 1.82, 2.04, 2.11, 2.12]"
S1,CH3O,69,-415.612152,-1.9002,261238.7,True,54,1.988,unknown,"[1.11, 1.12, 1.14, 1.4, 1.8, 1.81, 1.81, 2.03, 2.1, 2.12]"
S1,CH3O,75,-415.612008,-1.9001,261382.2,True,54,1.988,unknown,"[1.11, 1.12, 1.14, 1.4, 1.8, 1.81, 1.81, 2.03, 2.11, 2.12]"
S1,CH3O,315,-415.611407,-1.8995,261983.2,True,54,2.719,unknown,"[1.11, 1.12, 1.14, 1.4, 1.8, 1.81, 1.82, 2.04, 2.11, 2.13]"
S1,CH3O,321,-415.611286,-1.8993,262104.2,True,54,2.722,unknown,"[1.11, 1.12, 1.14, 1.4, 1.8, 1.81, 1.82, 2.03, 2.11, 2.13]"
S1,CH3O,327,-415.611159,-1.8992,262231.0,True,54,2.723,unknown,"[1.11, 1.12, 1.14, 1.4, 1.8, 1.81, 1.82, 2.03, 2.11, 2.12]"
S1,CH3O,92,-415.610275,-1.8983,263115.6,True,45,1.974,unknown,"[1.11, 1.11, 1.13, 1.41, 1.8, 1.8, 1.81, 2.04, 2.11, 2.12]"
S1,CH3O,174,-415.606295,-1.8943,267095.6,True,40,1.98,unknown,"[1.11, 1.12, 1.13, 1.4, 1.8, 1.81, 1.82, 2.04, 2.11, 2.12]"
S1,CH3O,19,-415.604181,-1.8922,269209.0,True,41,1.982,unknown,"[1.11, 1.12, 1.13, 1.4, 1.8, 1.81, 1.82, 2.04, 2.11, 2.12]"
S1,CH3O,270,-415.601418,-1.8895,271971.9,True,41,1.983,unknown,"[1.11, 1.13, 1.13, 1.4, 1.8, 1.81, 1.81, 2.04, 2.11, 2.12]"
S1,CH3O,266,-415.578495,-1.8665,294895.5,True,40,1.978,unknown,"[1.11, 1.12, 1.13, 1.41, 1.8, 1.8, 1.81, 2.03, 2.12, 2.12]"
S1,CH3O,182,-415.568991,-1.857,304399.3,True,36,1.965,unknown,"[1.11, 1.11, 1.11, 1.42, 1.8, 1.81, 1.81, 2.03, 2.11, 2.11]"
S2,CO,59,-575.272269,-0.9609,0.0,True,53,2.014,bridge,[1.18]
S2,CO,81,-575.262802,-0.9515,9466.5,True,51,2.02,bridge,[1.18]
S2,CO,130,-575.042705,-0.7314,229563.7,True,53,1.894,unknown,[1.15]
S2,CO,154,-575.038307,-0.727,233961.7,True,57,1.899,unknown,[1.16]
S2,CO,27,-575.033468,-0.7221,238800.5,True,49,1.896,unknown,[1.15]
S2,CO,35,-575.032977,-0.7216,239292.1,True,49,1.902,unknown,[1.16]
S2,CO,127,-575.014547,-0.7032,257722.1,True,46,1.899,unknown,[1.15]
S2,CO,43,-575.009692,-0.6984,262576.5,True,44,1.899,unknown,[1.16]
S2,CO,136,-574.997817,-0.6865,274451.3,True,50,1.897,unknown,[1.15]
S2,CO,63,-574.994783,-0.6834,277485.4,True,54,1.901,unknown,[1.15]
S2,CO,14,-574.977153,-0.6658,295115.4,True,50,4.03,atop,[1.15]
S2,CO,135,-574.97427,-0.6629,297998.6,True,31,1.905,unknown,[1.15]
S2,CO,20,-574.596373,-0.285,675896.0,True,47,3.414,unknown,[1.15]
S2,CO,3,-574.594679,-0.2833,677589.5,True,58,2.512,atop,[1.15]
S2,CO,80,-574.584233,-0.2729,688035.4,True,45,2.546,atop,[1.15]
S2,CO,13,-574.56891,-0.2576,703358.9,True,34,3.146,unknown,[1.15]
S2,CO,146,-574.564696,-0.2534,707573.1,True,41,3.274,atop,[1.15]
S2,CO,156,-574.554517,-0.2432,717751.6,True,45,2.527,atop,[1.15]
S2,CO,125,-574.534181,-0.2228,738087.7,True,45,3.184,bridge,[1.15]
S2,CO,160,-574.524769,-0.2134,747500.0,True,39,3.543,atop,[1.15]
S2,CO,142,-574.513955,-0.2026,758313.7,True,43,2.825,hollow,[1.15]
S2,CO,49,-574.504968,-0.1936,767301.1,True,39,3.156,bridge,[1.15]
S2,CO,134,-574.492999,-0.1817,779269.4,True,41,3.054,atop,[1.15]
S2,CO,89,-574.484726,-0.1734,787542.5,True,42,3.058,atop,[1.15]
S2,CO,6,-574.474724,-0.1634,797544.3,True,28,2.94,atop,[1.15]
S2,CO,86,-574.453854,-0.1425,818415.1,True,38,3.196,bridge,[1.15]
S2,CH3O,19,-585.901712,-1.7994,0.0,True,75,2.136,unknown,"[1.1, 1.11, 1.11, 1.43, 1.79, 1.81, 1.81, 2.06, 2.07, 2.12]"
S2,CH3O,297,-585.901586,-1.7993,126.5,True,92,2.123,unknown,"[1.1, 1.1, 1.11, 1.43, 1.79, 1.81, 1.81, 2.06, 2.07, 2.12]"
S2,CH3O,340,-585.901262,-1.7989,449.8,True,135,2.123,unknown,"[1.1, 1.11, 1.11, 1.43, 1.8, 1.8, 1.81, 2.07, 2.07, 2.11]"
S2,CH3O,204,-585.897241,-1.7949,4471.1,True,105,2.126,unknown,"[1.1, 1.11, 1.11, 1.43, 1.79, 1.81, 1.81, 2.07, 2.07, 2.11]"
S2,CH3O,62,-585.89649,-1.7942,5221.8,True,96,2.135,unknown,"[1.1, 1.11, 1.11, 1.43, 1.79, 1.8, 1.81, 2.06, 2.07, 2.12]"
S2,CH3O,288,-585.895756,-1.7934,5956.6,True,66,2.128,unknown,"[1.1, 1.11, 1.11, 1.43, 1.79, 1.8, 1.81, 2.07, 2.07, 2.12]"
S2,CH3O,24,-585.895464,-1.7931,6248.7,True,66,2.135,unknown,"[1.1, 1.11, 1.11, 1.43, 1.79, 1.8, 1.8, 2.07, 2.08, 2.11]"
S2,CH3O,202,-585.8948,-1.7925,6912.3,True,103,2.121,unknown,"[1.1, 1.1, 1.11, 1.43, 1.8, 1.8, 1.81, 2.06, 2.08, 2.11]"
S2,CH3O,218,-585.891875,-1.7895,9837.2,True,69,2.112,unknown,"[1.1, 1.1, 1.11, 1.43, 1.79, 1.8, 1.81, 2.06, 2.07, 2.12]"
S2,CH3O,292,-585.891641,-1.7893,10071.3,True,116,2.128,unknown,"[1.1, 1.11, 1.11, 1.43, 1.79, 1.8, 1.81, 2.06, 2.08, 2.11]"
S2,CH3O,271,-585.890195,-1.7879,11517.6,True,56,2.132,unknown,"[1.1, 1.11, 1.11, 1.43, 1.79, 1.8, 1.81, 2.07, 2.08, 2.12]"
S2,CH3O,53,-585.889822,-1.7875,11889.9,True,90,2.142,unknown,"[1.1, 1.1, 1.11, 1.43, 1.8, 1.8, 1.8, 2.06, 2.08, 2.11]"
S2,CH3O,40,-585.888861,-1.7865,12850.8,True,53,2.142,unknown,"[1.1, 1.11, 1.11, 1.44, 1.8, 1.8, 1.81, 2.06, 2.08, 2.12]"
S2,CH3O,255,-585.885218,-1.7829,16494.5,True,48,2.117,unknown,"[1.1, 1.11, 1.11, 1.43, 1.8, 1.8, 1.81, 2.06, 2.08, 2.11]"
S2,CH3O,258,-585.884813,-1.7825,16899.6,True,51,2.118,unknown,"[1.1, 1.11, 1.11, 1.44, 1.8, 1.8, 1.81, 2.06, 2.09, 2.12]"
S2,CH3O,42,-585.879286,-1.777,22426.4,True,100,2.141,unknown,"[1.1, 1.11, 1.11, 1.43, 1.8, 1.8, 1.81, 2.06, 2.09, 2.11]"
S2,CH3O,289,-585.878983,-1.7767,22729.6,True,100,2.118,unknown,"[1.1, 1.11, 1.11, 1.43, 1.8, 1.8, 1.81, 2.06, 2.08, 2.11]"
S2,CH3O,37,-585.878139,-1.7758,23572.9,True,53,2.143,unknown,"[1.1, 1.1, 1.11, 1.43, 1.8, 1.8, 1.8, 2.06, 2.08, 2.11]"
S2,CH3O,479,-585.870079,-1.7677,31633.0,True,70,2.119,unknown,"[1.1, 1.1, 1.11, 1.43, 1.79, 1.8, 1.81, 2.06, 2.09, 2.11]"
S2,CH3O,387,-585.869442,-1.7671,32269.7,True,71,2.117,unknown,"[1.1, 1.11, 1.11, 1.43, 1.79, 1.81, 1.81, 2.06, 2.07, 2.12]"
S2,CH3O,393,-585.86881,-1.7665,32902.3,True,69,2.117,unknown,"[1.1, 1.11, 1.11, 1.43, 1.79, 1.8, 1.81, 2.06, 2.07, 2.12]"
S2,CH3O,148,-585.867313,-1.765,34399.3,True,89,2.118,unknown,"[1.1, 1.11, 1.11, 1.43, 1.8, 1.8, 1.81, 2.06, 2.07, 2.12]"
S2,CH3O,158,-585.867304,-1.765,34408.2,True,69,2.12,unknown,"[1.11, 1.11, 1.11, 1.43, 1.8, 1.8, 1.81, 2.06, 2.07, 2.12]"
S2,CH3O,299,-585.865809,-1.7635,35903.0,True,47,2.127,unknown,"[1.1, 1.1, 1.11, 1.44, 1.79, 1.8, 1.81, 2.07, 2.09, 2.11]"
S2,CH3O,405,-585.865722,-1.7634,35990.5,True,66,2.13,unknown,"[1.1, 1.11, 1.11, 1.43, 1.79, 1.8, 1.81, 2.06, 2.08, 2.12]"
S2,CH3O,257,-585.865546,-1.7632,36166.7,True,52,2.133,unknown,"[1.1, 1.1, 1.11, 1.44, 1.8, 1.8, 1.8, 2.06, 2.09, 2.11]"
S2,CH3O,161,-585.86443,-1.7621,37282.7,True,62,2.126,unknown,"[1.1, 1.11, 1.11, 1.43, 1.8, 1.8, 1.81, 2.07, 2.07, 2.12]"
S2,CH3O,260,-585.864287,-1.762,37424.9,True,52,2.133,unknown,"[1.1, 1.1, 1.11, 1.44, 1.8, 1.8, 1.8, 2.06, 2.09, 2.11]"
S2,CH3O,171,-585.863151,-1.7608,38561.2,True,73,2.127,unknown,"[1.1, 1.11, 1.11, 1.43, 1.8, 1.8, 1.81, 2.06, 2.07, 2.12]"
S2,CH3O,463,-585.862332,-1.76,39379.9,True,65,2.13,unknown,"[1.1, 1.11, 1.11, 1.43, 1.79, 1.81, 1.81, 2.06, 2.07, 2.12]"
S2,CH3O,168,-585.85966,-1.7573,42052.3,True,68,2.129,unknown,"[1.1, 1.11, 1.11, 1.43, 1.8, 1.8, 1.8, 2.06, 2.07, 2.12]"
S2,CH3O,420,-585.859557,-1.7572,42155.3,True,60,2.132,unknown,"[1.1, 1.11, 1.11, 1.43, 1.8, 1.8, 1.81, 2.06, 2.08, 2.12]"
S2,CH3O,423,-585.859182,-1.7569,42530.1,True,68,2.129,unknown,"[1.1, 1.1, 1.11, 1.43, 1.8, 1.8, 1.8, 2.06, 2.07, 2.12]"
S2,CH3O,170,-585.859142,-1.7568,42570.3,True,65,2.123,unknown,"[1.1, 1.11, 1.11, 1.43, 1.8, 1.8, 1.81, 2.06, 2.08, 2.11]"
S2,CH3O,173,-585.858715,-1.7564,42997.1,True,65,2.123,unknown,"[1.1, 1.11, 1.11, 1.43, 1.8, 1.8, 1.81, 2.05, 2.08, 2.11]"
S2,CH3O,426,-585.855383,-1.7531,46329.4,True,63,2.123,unknown,"[1.11, 1.11, 1.11, 1.44, 1.8, 1.8, 1.81, 2.06, 2.08, 2.12]"
S2,CH3O,212,-585.855215,-1.7529,46497.6,True,129,2.128,unknown,"[1.1, 1.11, 1.11, 1.44, 1.8, 1.8, 1.81, 2.07, 2.08, 2.12]"
S2,CH3O,428,-585.855002,-1.7527,46710.6,True,60,2.126,unknown,"[1.1, 1.1, 1.11, 1.43, 1.8, 1.8, 1.81, 2.06, 2.08, 2.12]"
S2,CH3O,337,-585.853279,-1.7509,48433.3,True,76,2.122,unknown,"[1.1, 1.11, 1.11, 1.43, 1.79, 1.8, 1.81, 2.06, 2.07, 2.11]"
S2,CH3O,26,-585.850648,-1.7483,51063.9,True,42,2.13,unknown,"[1.1, 1.1, 1.11, 1.44, 1.79, 1.8, 1.8, 2.07, 2.1, 2.11]"
S2,CH3O,100,-585.850419,-1.7481,51293.1,True,76,2.123,unknown,"[1.1, 1.11, 1.11, 1.43, 1.79, 1.8, 1.81, 2.06, 2.07, 2.12]"
S2,CH3O,425,-585.849691,-1.7474,52021.4,True,54,2.12,unknown,"[1.1, 1.1, 1.11, 1.44, 1.79, 1.8, 1.81, 2.06, 2.08, 2.12]"
S2,CH3O,477,-585.846076,-1.7437,55636.3,True,56,2.132,unknown,"[1.1, 1.1, 1.11, 1.44, 1.79, 1.8, 1.8, 2.06, 2.11, 2.11]"
S2,CH3O,156,-585.842828,-1.7405,58884.3,True,49,2.126,unknown,"[1.1, 1.1, 1.11, 1.43, 1.8, 1.8, 1.81, 2.06, 2.09, 2.11]"
S2,CH3O,385,-585.832024,-1.7297,69688.6,True,63,2.119,unknown,"[1.1, 1.1, 1.11, 1.43, 1.79, 1.8, 1.81, 2.06, 2.09, 2.12]"
S2,CH3O,164,-585.829161,-1.7268,72551.0,True,87,2.122,unknown,"[1.1, 1.1, 1.11, 1.44, 1.8, 1.8, 1.81, 2.06, 2.1, 2.11]"
S2,CH3O,395,-585.823655,-1.7213,78056.8,True,49,2.129,unknown,"[1.1, 1.1, 1.11, 1.44, 1.79, 1.8, 1.8, 2.06, 2.1, 2.12]"
S2,CH3O,389,-585.822627,-1.7203,79085.5,True,48,2.127,unknown,"[1.1, 1.1, 1.11, 1.44, 1.79, 1.8, 1.8, 2.06, 2.1, 2.11]"
