sid,ads,idx,E_MACE_D3_eV,E_bind_MACE_D3_eV,dE_rel_meV,converged,n_steps,d_min_ads_sub_A,site_type_raw_MLIP,fingerprint
S3b,CO,22,-547.473757,-2.0831,155198.1,True,186,4.393,atop,[1.17]
S3b,CO,0,-547.461899,-2.0712,167056.7,True,52,4.526,atop,[1.17]
S3b,CO,63,-547.454712,-2.064,174243.5,True,41,1.806,unknown,[1.17]
S3b,CO,2,-547.444757,-2.0541,184198.3,True,34,4.5,atop,[1.17]
S3b,CO,65,-547.481111,-2.0904,1949595.4,True,208,2.689,atop,[1.2]
S3b,CO,38,-547.500823,-2.1101,2095592.2,True,208,2.85,atop,[1.13]
S3b,CO,43,-547.497594,-2.1069,2174321.3,True,206,3.418,atop,[1.15]
S3b,CO,74,-547.444861,-2.0542,2177483.5,True,201,2.999,atop,[1.16]
S3b,CO,62,-547.480913,-2.0902,2232512.8,True,205,3.59,unknown,[1.17]
S3b,CO,44,-547.496563,-2.1059,2254271.4,True,205,3.045,atop,[1.18]
S3b,CO,42,-547.497776,-2.1071,2313974.3,True,207,3.316,atop,[1.17]
S3b,CH3O,198,-558.128723,-2.947,0.0,True,117,2.554,unknown,"[1.11, 1.11, 1.11, 1.43, 1.8, 1.81, 1.81, 2.07, 2.08, 2.11]"
S3b,CH3O,16,-558.12441,-2.9427,4313.3,True,138,2.133,unknown,"[1.11, 1.11, 1.11, 1.43, 1.8, 1.8, 1.8, 2.07, 2.08, 2.11]"
S3b,CH3O,108,-558.123295,-2.9416,5427.9,True,116,2.069,unknown,"[1.11, 1.11, 1.11, 1.43, 1.8, 1.81, 1.81, 2.07, 2.08, 2.11]"
S3b,CH3O,260,-558.121324,-2.9396,7399.2,True,98,3.213,unknown,"[1.11, 1.11, 1.11, 1.43, 1.8, 1.8, 1.81, 2.08, 2.08, 2.12]"
S3b,CH3O,8,-558.120777,-2.9391,7946.4,True,89,2.128,unknown,"[1.11, 1.11, 1.11, 1.43, 1.8, 1.8, 1.81, 2.07, 2.08, 2.11]"
S3b,CH3O,200,-558.118559,-2.9369,10164.0,True,88,2.495,unknown,"[1.11, 1.11, 1.11, 1.43, 1.8, 1.8, 1.81, 2.08, 2.08, 2.11]"
S3b,CH3O,44,-558.117397,-2.9357,11326.7,True,94,2.097,unknown,"[1.11, 1.11, 1.11, 1.43, 1.8, 1.81, 1.81, 2.08, 2.08, 2.11]"
S3b,CH3O,188,-558.116035,-2.9343,12687.9,True,74,2.096,unknown,"[1.11, 1.11, 1.11, 1.43, 1.8, 1.8, 1.8, 2.08, 2.08, 2.11]"
S3b,CH3O,184,-558.115088,-2.9334,13635.1,True,87,2.104,unknown,"[1.11, 1.11, 1.11, 1.43, 1.8, 1.8, 1.8, 2.08, 2.08, 2.12]"
S3b,CH3O,137,-558.113318,-2.9316,15404.9,True,77,2.467,unknown,"[1.11, 1.11, 1.11, 1.43, 1.8, 1.81, 1.81, 2.07, 2.08, 2.11]"
S3b,CH3O,72,-558.111621,-2.9299,17102.8,True,105,2.11,unknown,"[1.11, 1.11, 1.11, 1.43, 1.8, 1.8, 1.8, 2.07, 2.09, 2.11]"
S3b,CH3O,128,-558.110688,-2.929,18035.2,True,76,2.09,unknown,"[1.11, 1.11, 1.11, 1.43, 1.8, 1.81, 1.81, 2.08, 2.08, 2.11]"
S3b,CH3O,90,-558.110493,-2.9288,18230.2,True,59,2.078,unknown,"[1.11, 1.11, 1.11, 1.44, 1.79, 1.8, 1.8, 2.08, 2.1, 2.11]"
S3b,CH3O,6,-558.109369,-2.9277,19354.2,True,105,2.109,unknown,"[1.11, 1.11, 1.11, 1.44, 1.8, 1.8, 1.81, 2.07, 2.09, 2.11]"
S3b,CH3O,141,-558.106137,-2.9244,22586.1,True,58,2.104,unknown,"[1.11, 1.11, 1.11, 1.43, 1.8, 1.8, 1.81, 2.07, 2.09, 2.11]"
S3b,CH3O,211,-558.10379,-2.9221,24933.7,True,58,2.103,unknown,"[1.11, 1.11, 1.11, 1.43, 1.8, 1.8, 1.81, 2.07, 2.09, 2.11]"
S3b,CH3O,135,-558.096452,-2.9148,32271.3,True,97,2.733,unknown,"[1.11, 1.11, 1.11, 1.44, 1.8, 1.81, 1.81, 2.07, 2.09, 2.11]"
S3b,CH3O,149,-558.091037,-2.9093,37686.3,True,70,2.103,unknown,"[1.11, 1.11, 1.11, 1.44, 1.8, 1.8, 1.8, 2.07, 2.1, 2.11]"
S3b,CH3O,143,-558.08969,-2.908,39033.8,True,64,2.105,unknown,"[1.1, 1.11, 1.11, 1.44, 1.8, 1.8, 1.8, 2.07, 2.1, 2.1]"
S3b,CH3O,146,-558.089008,-2.9073,39715.5,True,57,2.109,unknown,"[1.11, 1.11, 1.11, 1.44, 1.8, 1.8, 1.8, 2.06, 2.1, 2.11]"
S3b,CH3O,171,-558.088474,-2.9068,40249.3,True,102,2.105,unknown,"[1.11, 1.11, 1.11, 1.44, 1.8, 1.8, 1.8, 2.07, 2.1, 2.1]"
S3b,CH3O,42,-558.088339,-2.9066,40384.8,True,60,2.093,unknown,"[1.11, 1.11, 1.11, 1.44, 1.8, 1.8, 1.81, 2.07, 2.09, 2.1]"
S3b,CH3O,32,-558.08772,-2.906,41003.7,True,93,2.11,unknown,"[1.11, 1.11, 1.11, 1.43, 1.8, 1.8, 1.8, 2.07, 2.1, 2.1]"
S3b,CH3O,115,-558.087349,-2.9057,41374.3,True,67,2.098,unknown,"[1.11, 1.11, 1.11, 1.43, 1.8, 1.8, 1.8, 2.07, 2.1, 2.11]"
S3b,CH3O,106,-558.087,-2.9053,41723.4,True,59,2.102,unknown,"[1.11, 1.11, 1.11, 1.44, 1.8, 1.8, 1.8, 2.07, 2.09, 2.11]"
S3b,CH3O,118,-558.086743,-2.905,41980.4,True,93,2.113,unknown,"[1.11, 1.11, 1.11, 1.44, 1.8, 1.8, 1.81, 2.08, 2.1, 2.11]"
S3b,CH3O,175,-558.086565,-2.9049,42158.1,True,60,2.101,unknown,"[1.11, 1.11, 1.11, 1.44, 1.8, 1.8, 1.81, 2.07, 2.1, 2.11]"
S3b,CH3O,249,-558.083704,-2.902,45019.2,True,88,2.111,unknown,"[1.11, 1.11, 1.11, 1.44, 1.8, 1.8, 1.8, 2.07, 2.1, 2.1]"
S3b,CH3O,237,-558.083217,-2.9015,45506.5,True,65,2.099,unknown,"[1.11, 1.11, 1.11, 1.44, 1.8, 1.8, 1.8, 2.07, 2.1, 2.11]"
S3b,CH3O,155,-558.082984,-2.9013,45739.8,True,65,3.074,atop,"[1.11, 1.11, 1.11, 1.44, 1.8, 1.8, 1.81, 2.07, 2.1, 2.1]"
S3b,CH3O,164,-558.082723,-2.901,46000.1,True,57,2.107,unknown,"[1.11, 1.11, 1.11, 1.43, 1.8, 1.8, 1.8, 2.07, 2.1, 2.11]"
S3b,CH3O,181,-558.082308,-2.9006,46415.1,True,76,2.11,unknown,"[1.11, 1.11, 1.11, 1.44, 1.8, 1.81, 1.81, 2.07, 2.1, 2.1]"
S3b,CH3O,98,-558.081386,-2.8997,47337.6,True,64,2.111,unknown,"[1.11, 1.11, 1.11, 1.44, 1.8, 1.8, 1.81, 2.07, 2.1, 2.11]"
S3b,CH3O,55,-558.079868,-2.8982,48855.2,True,86,2.944,unknown,"[1.11, 1.11, 1.11, 1.43, 1.8, 1.8, 1.81, 2.07, 2.1, 2.11]"
S3b,CH3O,243,-558.078945,-2.8972,49778.8,True,75,2.098,unknown,"[1.11, 1.11, 1.11, 1.43, 1.8, 1.8, 1.8, 2.07, 2.1, 2.1]"
S3b,CH3O,0,-558.075478,-2.8938,53245.7,True,131,3.443,unknown,"[1.11, 1.11, 1.11, 1.43, 1.81, 1.81, 1.81, 2.07, 2.08, 2.11]"
S3b,CH3O,56,-558.070072,-2.8884,58651.6,True,94,2.529,unknown,"[1.11, 1.11, 1.11, 1.43, 1.8, 1.81, 1.81, 2.07, 2.07, 2.11]"
S3b,CH3O,248,-558.067405,-2.8857,61318.3,True,95,2.096,unknown,"[1.11, 1.11, 1.11, 1.43, 1.8, 1.8, 1.81, 2.07, 2.08, 2.11]"
S3b,CH3O,186,-558.064068,-2.8824,64655.3,True,86,2.513,unknown,"[1.11, 1.11, 1.11, 1.43, 1.8, 1.81, 1.81, 2.07, 2.08, 2.11]"
S3b,CH3O,259,-558.061728,-2.88,66995.8,True,111,3.07,unknown,"[1.11, 1.11, 1.11, 1.43, 1.8, 1.8, 1.81, 2.07, 2.08, 2.11]"
S3b,CH3O,92,-558.058805,-2.8771,69918.5,True,55,2.098,unknown,"[1.11, 1.11, 1.11, 1.44, 1.8, 1.8, 1.8, 2.07, 2.1, 2.11]"
S3b,CH3O,182,-558.049062,-2.8674,79660.9,True,106,2.604,unknown,"[1.11, 1.11, 1.11, 1.43, 1.8, 1.8, 1.81, 2.07, 2.08, 2.11]"
S3b,CH3O,83,-558.047704,-2.866,81019.0,True,70,2.092,unknown,"[1.11, 1.11, 1.11, 1.43, 1.8, 1.8, 1.81, 2.07, 2.09, 2.11]"
S3b,CH3O,21,-558.03735,-2.8557,91373.8,True,58,2.09,unknown,"[1.11, 1.11, 1.11, 1.43, 1.8, 1.81, 1.81, 2.06, 2.09, 2.1]"
S3b,CH3O,94,-558.032397,-2.8507,96325.9,True,62,2.097,unknown,"[1.11, 1.11, 1.11, 1.43, 1.8, 1.8, 1.81, 2.07, 2.1, 2.1]"
S3b,CH3O,87,-558.030625,-2.8489,98098.5,True,68,2.088,unknown,"[1.11, 1.11, 1.11, 1.43, 1.8, 1.8, 1.81, 2.06, 2.09, 2.1]"
S3b,CH3O,247,-558.027128,-2.8454,101595.2,True,68,2.097,unknown,"[1.11, 1.11, 1.11, 1.43, 1.79, 1.8, 1.81, 2.06, 2.1, 2.1]"
S3b,CH3O,28,-558.025171,-2.8435,103552.6,True,68,2.088,unknown,"[1.11, 1.11, 1.11, 1.43, 1.8, 1.8, 1.8, 2.06, 2.1, 2.1]"
S3b,CH3O,9,-558.008699,-2.827,120024.8,True,81,2.138,unknown,"[1.11, 1.11, 1.11, 1.43, 1.8, 1.8, 1.81, 2.07, 2.1, 2.1]"
S3b,CH3O,204,-558.002969,-2.8213,125754.7,True,83,2.077,unknown,"[1.11, 1.11, 1.11, 1.43, 1.8, 1.8, 1.81, 2.07, 2.1, 2.1]"
S3b,CH3O,190,-557.990388,-2.8087,138335.8,True,85,2.099,unknown,"[1.11, 1.11, 1.11, 1.44, 1.8, 1.8, 1.8, 2.07, 2.1, 2.11]"
S3b,CH3O,159,-557.985324,-2.8036,143399.7,True,63,2.1,unknown,"[1.11, 1.11, 1.11, 1.44, 1.8, 1.8, 1.8, 2.08, 2.1, 2.12]"
S3b,CH3O,165,-557.984756,-2.8031,143967.3,True,63,2.1,unknown,"[1.11, 1.11, 1.11, 1.44, 1.8, 1.8, 1.8, 2.08, 2.1, 2.12]"
S3b,CH3O,24,-557.984445,-2.8028,144278.3,True,62,2.102,unknown,"[1.11, 1.11, 1.11, 1.44, 1.79, 1.8, 1.8, 2.08, 2.1, 2.12]"
S3b,CH3O,253,-557.971878,-2.7902,156845.7,True,83,2.064,unknown,"[1.11, 1.11, 1.11, 1.44, 1.8, 1.8, 1.8, 2.07, 2.1, 2.12]"
S3b,CH3O,129,-557.872049,-2.6904,256674.1,True,82,1.89,unknown,"[1.11, 1.11, 1.18, 1.39, 1.77, 1.81, 1.84, 2.05, 2.12, 2.16]"
S3b,CH3O,224,-557.869279,-2.6876,259444.5,True,57,1.833,unknown,"[1.11, 1.11, 1.19, 1.39, 1.73, 1.8, 1.89, 2.05, 2.11, 2.18]"
S3b,CH3O,25,-557.868651,-2.687,260072.5,True,56,1.979,unknown,"[1.11, 1.11, 1.19, 1.38, 1.74, 1.81, 1.87, 2.05, 2.11, 2.18]"
S3b,CH3O,26,-557.868246,-2.6866,260477.2,True,80,1.82,unknown,"[1.11, 1.11, 1.19, 1.39, 1.72, 1.81, 1.89, 2.05, 2.11, 2.17]"
S3b,CH3O,99,-557.867921,-2.6862,260802.7,True,77,1.857,unknown,"[1.11, 1.11, 1.19, 1.38, 1.74, 1.81, 1.85, 2.05, 2.11, 2.17]"
S3b,CH3O,110,-557.867516,-2.6858,261207.0,True,72,1.86,unknown,"[1.11, 1.12, 1.19, 1.38, 1.76, 1.82, 1.85, 2.05, 2.1, 2.17]"
S3b,CH3O,85,-557.867205,-2.6855,261518.3,True,84,1.855,unknown,"[1.11, 1.12, 1.19, 1.38, 1.76, 1.82, 1.85, 2.05, 2.11, 2.17]"
S3b,CH3O,80,-557.866785,-2.6851,261938.0,True,62,1.917,unknown,"[1.11, 1.12, 1.18, 1.38, 1.78, 1.82, 1.83, 2.05, 2.1, 2.15]"
S3b,CH3O,154,-557.866691,-2.685,262032.1,True,92,2.663,unknown,"[1.11, 1.12, 1.18, 1.38, 1.77, 1.82, 1.83, 2.05, 2.11, 2.16]"
S3b,CH3O,17,-557.866318,-2.6846,262405.3,True,58,1.877,unknown,"[1.11, 1.12, 1.18, 1.38, 1.76, 1.82, 1.85, 2.05, 2.11, 2.16]"
S3b,CH3O,161,-557.866132,-2.6844,262590.9,True,77,1.824,unknown,"[1.11, 1.11, 1.19, 1.39, 1.72, 1.8, 1.89, 2.06, 2.11, 2.17]"
S3b,CH3O,212,-557.866112,-2.6844,262611.8,True,66,1.89,unknown,"[1.11, 1.12, 1.18, 1.38, 1.77, 1.82, 1.85, 2.05, 2.1, 2.16]"
S3b,CH3O,116,-557.866061,-2.6844,262662.8,True,62,1.876,unknown,"[1.11, 1.12, 1.18, 1.38, 1.75, 1.82, 1.86, 2.05, 2.11, 2.16]"
S3b,CH3O,179,-557.865896,-2.6842,262827.7,True,75,1.867,unknown,"[1.11, 1.12, 1.19, 1.38, 1.76, 1.82, 1.84, 2.05, 2.11, 2.17]"
S3b,CH3O,255,-557.865846,-2.6842,262877.6,True,124,1.903,unknown,"[1.11, 1.11, 1.18, 1.39, 1.77, 1.81, 1.83, 2.05, 2.11, 2.16]"
S3b,CH3O,62,-557.865505,-2.6838,263218.4,True,102,1.981,unknown,"[1.11, 1.11, 1.19, 1.39, 1.75, 1.8, 1.87, 2.05, 2.12, 2.16]"
S3b,CH3O,111,-557.864631,-2.6829,264092.2,True,67,1.859,unknown,"[1.11, 1.12, 1.19, 1.38, 1.75, 1.82, 1.85, 2.05, 2.11, 2.17]"
S3b,CH3O,18,-557.864208,-2.6825,264515.7,True,49,1.983,unknown,"[1.11, 1.12, 1.19, 1.38, 1.75, 1.82, 1.85, 2.05, 2.1, 2.18]"
S3b,CH3O,136,-557.863895,-2.6822,264827.9,True,51,2.26,unknown,"[1.11, 1.12, 1.15, 1.39, 1.8, 1.81, 1.81, 2.04, 2.11, 2.12]"
S3b,CH3O,86,-557.863795,-2.6821,264928.1,True,67,1.938,unknown,"[1.11, 1.12, 1.18, 1.38, 1.79, 1.82, 1.82, 2.05, 2.1, 2.15]"
S3b,CH3O,65,-557.863111,-2.6814,265612.5,True,62,1.986,unknown,"[1.11, 1.11, 1.19, 1.39, 1.74, 1.8, 1.88, 2.06, 2.12, 2.17]"
S3b,CH3O,170,-557.862993,-2.6813,265730.3,True,91,1.95,unknown,"[1.11, 1.12, 1.17, 1.38, 1.79, 1.81, 1.82, 2.05, 2.11, 2.15]"
S3b,CH3O,167,-557.862858,-2.6812,265865.7,True,82,1.804,unknown,"[1.11, 1.11, 1.19, 1.39, 1.72, 1.81, 1.89, 2.05, 2.11, 2.18]"
S3b,CH3O,41,-557.862761,-2.6811,265962.8,True,90,1.975,unknown,"[1.11, 1.12, 1.17, 1.38, 1.79, 1.82, 1.82, 2.05, 2.1, 2.15]"
S3b,CH3O,58,-557.861713,-2.68,267009.9,True,75,1.974,unknown,"[1.11, 1.12, 1.17, 1.38, 1.79, 1.82, 1.83, 2.05, 2.11, 2.15]"
S3b,CH3O,7,-557.861711,-2.68,267012.7,True,50,3.28,unknown,"[1.11, 1.12, 1.14, 1.4, 1.8, 1.81, 1.81, 2.04, 2.11, 2.12]"
S3b,CH3O,218,-557.861431,-2.6797,267292.6,True,93,1.909,unknown,"[1.11, 1.12, 1.18, 1.38, 1.78, 1.82, 1.83, 2.05, 2.11, 2.16]"
S3b,CH3O,251,-557.861193,-2.6795,267530.7,True,78,1.968,unknown,"[1.11, 1.12, 1.17, 1.38, 1.8, 1.81, 1.82, 2.05, 2.11, 2.15]"
S3b,CH3O,131,-557.861135,-2.6794,267588.2,True,50,1.905,unknown,"[1.11, 1.11, 1.18, 1.39, 1.77, 1.82, 1.83, 2.05, 2.11, 2.16]"
S3b,CH3O,97,-557.860731,-2.679,267992.5,True,84,1.884,unknown,"[1.11, 1.12, 1.18, 1.38, 1.77, 1.82, 1.84, 2.05, 2.1, 2.16]"
S3b,CH3O,70,-557.860648,-2.679,268075.3,True,74,1.976,unknown,"[1.11, 1.12, 1.17, 1.39, 1.8, 1.81, 1.82, 2.05, 2.11, 2.14]"
S3b,CH3O,117,-557.860486,-2.6788,268236.9,True,58,2.443,unknown,"[1.11, 1.11, 1.13, 1.4, 1.8, 1.8, 1.81, 2.04, 2.11, 2.12]"
S3b,CH3O,54,-557.86035,-2.6787,268373.6,True,58,1.962,unknown,"[1.11, 1.11, 1.13, 1.4, 1.8, 1.8, 1.81, 2.04, 2.1, 2.12]"
S3b,CH3O,246,-557.860178,-2.6785,268545.7,True,54,2.421,unknown,"[1.11, 1.11, 1.14, 1.4, 1.8, 1.81, 1.81, 2.04, 2.1, 2.12]"
S3b,CH3O,213,-557.860141,-2.6784,268582.2,True,49,1.851,unknown,"[1.11, 1.11, 1.19, 1.38, 1.75, 1.81, 1.85, 2.05, 2.1, 2.18]"
S3b,CH3O,1,-557.859867,-2.6782,268856.0,True,78,1.973,unknown,"[1.11, 1.12, 1.17, 1.38, 1.79, 1.81, 1.82, 2.05, 2.1, 2.15]"
S3b,CH3O,11,-557.859638,-2.6779,269085.6,True,59,2.727,unknown,"[1.11, 1.11, 1.13, 1.41, 1.8, 1.8, 1.8, 2.05, 2.1, 2.12]"
S3b,CH3O,45,-557.859598,-2.6779,269125.3,True,64,1.855,unknown,"[1.11, 1.12, 1.19, 1.38, 1.75, 1.81, 1.86, 2.05, 2.1, 2.17]"
S3b,CH3O,124,-557.859045,-2.6774,269677.9,True,75,1.97,unknown,"[1.11, 1.12, 1.17, 1.38, 1.79, 1.81, 1.83, 2.04, 2.11, 2.14]"
S3b,CH3O,236,-557.858767,-2.6771,269956.2,True,58,1.916,unknown,"[1.11, 1.12, 1.18, 1.38, 1.78, 1.82, 1.82, 2.05, 2.1, 2.15]"
S3b,CH3O,180,-557.858765,-2.6771,269958.6,True,60,2.467,unknown,"[1.11, 1.11, 1.13, 1.4, 1.8, 1.81, 1.81, 2.04, 2.11, 2.12]"
S3b,CH3O,53,-557.858727,-2.677,269996.5,True,75,1.973,unknown,"[1.11, 1.12, 1.17, 1.39, 1.8, 1.81, 1.82, 2.04, 2.11, 2.15]"
S3b,CH3O,145,-557.858383,-2.6767,270339.9,True,80,1.965,unknown,"[1.11, 1.11, 1.13, 1.4, 1.8, 1.8, 1.8, 2.04, 2.11, 2.12]"
S3b,CH3O,101,-557.858112,-2.6764,270610.9,True,85,1.817,unknown,"[1.11, 1.11, 1.19, 1.39, 1.72, 1.8, 1.89, 2.05, 2.12, 2.17]"
S3b,CH3O,57,-557.85766,-2.676,271063.0,True,87,2.701,unknown,"[1.11, 1.12, 1.16, 1.39, 1.8, 1.81, 1.82, 2.05, 2.11, 2.14]"
S3b,CH3O,64,-557.857209,-2.6755,271514.7,True,66,1.885,unknown,"[1.11, 1.11, 1.18, 1.39, 1.77, 1.81, 1.84, 2.05, 2.11, 2.16]"
S3b,CH3O,40,-557.85689,-2.6752,271833.1,True,71,2.199,unknown,"[1.11, 1.12, 1.15, 1.39, 1.8, 1.81, 1.81, 2.05, 2.11, 2.12]"
S3b,CH3O,23,-557.856393,-2.6747,272330.5,True,59,1.891,unknown,"[1.11, 1.12, 1.18, 1.38, 1.78, 1.83, 1.83, 2.05, 2.1, 2.16]"
S3b,CH3O,71,-557.856251,-2.6746,272472.5,True,54,1.968,unknown,"[1.11, 1.11, 1.14, 1.4, 1.8, 1.8, 1.81, 2.04, 2.1, 2.12]"
S3b,CH3O,195,-557.855837,-2.6741,272885.9,True,65,2.198,unknown,"[1.11, 1.11, 1.15, 1.39, 1.79, 1.81, 1.81, 2.05, 2.11, 2.12]"
S3b,CH3O,69,-557.855796,-2.6741,272927.1,True,52,1.969,unknown,"[1.11, 1.11, 1.14, 1.4, 1.8, 1.8, 1.8, 2.04, 2.1, 2.12]"
S3b,CH3O,222,-557.85548,-2.6738,273243.8,True,68,1.814,unknown,"[1.11, 1.11, 1.2, 1.38, 1.74, 1.8, 1.87, 2.05, 2.12, 2.18]"
S3b,CH3O,84,-557.855478,-2.6738,273245.5,True,69,1.958,unknown,"[1.11, 1.12, 1.17, 1.38, 1.8, 1.8, 1.82, 2.05, 2.1, 2.15]"
S3b,CH3O,104,-557.855355,-2.6737,273368.4,True,82,2.641,unknown,"[1.11, 1.12, 1.17, 1.38, 1.79, 1.82, 1.82, 2.04, 2.1, 2.15]"
S3b,CH3O,105,-557.855232,-2.6735,273490.9,True,76,1.963,unknown,"[1.11, 1.11, 1.13, 1.41, 1.8, 1.8, 1.8, 2.04, 2.11, 2.12]"
S3b,CH3O,206,-557.855008,-2.6733,273715.2,True,56,1.979,unknown,"[1.11, 1.11, 1.13, 1.41, 1.8, 1.8, 1.81, 2.04, 2.1, 2.12]"
S3b,CH3O,183,-557.854987,-2.6733,273736.5,True,93,1.97,unknown,"[1.11, 1.12, 1.15, 1.39, 1.8, 1.81, 1.81, 2.04, 2.11, 2.12]"
S3b,CH3O,78,-557.854804,-2.6731,273919.1,True,65,1.958,unknown,"[1.11, 1.12, 1.17, 1.38, 1.8, 1.81, 1.83, 2.05, 2.1, 2.15]"
S3b,CH3O,47,-557.854667,-2.673,274056.1,True,84,1.914,unknown,"[1.11, 1.12, 1.18, 1.38, 1.78, 1.82, 1.82, 2.05, 2.1, 2.16]"
S3b,CH3O,30,-557.854451,-2.6728,274271.9,True,77,1.973,unknown,"[1.11, 1.12, 1.18, 1.38, 1.79, 1.82, 1.82, 2.05, 2.1, 2.15]"
S3b,CH3O,201,-557.854411,-2.6727,274312.5,True,53,1.972,unknown,"[1.11, 1.11, 1.13, 1.4, 1.8, 1.8, 1.81, 2.04, 2.1, 2.12]"
S3b,CH3O,36,-557.854403,-2.6727,274320.4,True,78,1.972,unknown,"[1.11, 1.12, 1.17, 1.38, 1.79, 1.82, 1.82, 2.04, 2.11, 2.15]"
S3b,CH3O,138,-557.854304,-2.6726,274419.0,True,53,1.973,unknown,"[1.11, 1.11, 1.13, 1.4, 1.8, 1.8, 1.8, 2.04, 2.1, 2.12]"
S3b,CH3O,39,-557.854028,-2.6723,274695.3,True,69,1.977,unknown,"[1.11, 1.12, 1.16, 1.39, 1.8, 1.81, 1.82, 2.05, 2.1, 2.14]"
S3b,CH3O,5,-557.853963,-2.6723,274760.3,True,54,2.828,unknown,"[1.11, 1.11, 1.13, 1.41, 1.8, 1.8, 1.8, 2.04, 2.1, 2.12]"
S3b,CH3O,107,-557.853619,-2.6719,275104.0,True,66,2.223,unknown,"[1.11, 1.12, 1.15, 1.39, 1.8, 1.81, 1.81, 2.05, 2.11, 2.12]"
S3b,CH3O,169,-557.853613,-2.6719,275110.3,True,76,1.962,unknown,"[1.11, 1.11, 1.13, 1.41, 1.8, 1.8, 1.8, 2.04, 2.11, 2.12]"
S3b,CH3O,12,-557.852958,-2.6713,275765.4,True,62,1.922,unknown,"[1.11, 1.12, 1.18, 1.38, 1.79, 1.81, 1.83, 2.05, 2.1, 2.16]"
S3b,CH3O,95,-557.852946,-2.6713,275777.7,True,81,1.883,unknown,"[1.11, 1.11, 1.18, 1.38, 1.77, 1.82, 1.83, 2.05, 2.11, 2.16]"
S3b,CH3O,203,-557.852892,-2.6712,275830.9,True,53,1.971,unknown,"[1.11, 1.11, 1.13, 1.41, 1.8, 1.8, 1.8, 2.05, 2.1, 2.12]"
S3b,CH3O,189,-557.852677,-2.671,276046.8,True,75,1.963,unknown,"[1.11, 1.12, 1.13, 1.41, 1.8, 1.8, 1.8, 2.04, 2.11, 2.12]"
S3b,CH3O,121,-557.852427,-2.6707,276296.4,True,45,1.969,unknown,"[1.11, 1.12, 1.15, 1.39, 1.8, 1.81, 1.82, 2.05, 2.11, 2.11]"
S3b,CH3O,192,-557.85226,-2.6706,276463.4,True,44,1.972,unknown,"[1.11, 1.12, 1.15, 1.39, 1.8, 1.81, 1.81, 2.05, 2.1, 2.13]"
S3b,CH3O,207,-557.852223,-2.6705,276500.5,True,62,1.926,unknown,"[1.11, 1.12, 1.17, 1.38, 1.79, 1.81, 1.83, 2.05, 2.1, 2.16]"
S3b,CH3O,231,-557.851963,-2.6703,276759.9,True,65,1.807,unknown,"[1.11, 1.11, 1.2, 1.38, 1.74, 1.81, 1.87, 2.05, 2.12, 2.18]"
S3b,CH3O,185,-557.851869,-2.6702,276854.0,True,54,1.981,unknown,"[1.11, 1.11, 1.13, 1.41, 1.8, 1.8, 1.81, 2.05, 2.11, 2.12]"
S3b,CH3O,227,-557.851786,-2.6701,276937.1,True,81,1.875,unknown,"[1.11, 1.11, 1.18, 1.38, 1.77, 1.81, 1.83, 2.05, 2.11, 2.16]"
S3b,CH3O,125,-557.851456,-2.6698,277267.2,True,44,2.179,unknown,"[1.11, 1.11, 1.15, 1.39, 1.8, 1.81, 1.81, 2.04, 2.11, 2.12]"
S3b,CH3O,144,-557.851365,-2.6697,277358.7,True,61,1.934,unknown,"[1.11, 1.12, 1.17, 1.38, 1.79, 1.81, 1.83, 2.04, 2.1, 2.15]"
S3b,CH3O,82,-557.850807,-2.6691,277916.6,True,90,1.96,unknown,"[1.11, 1.12, 1.14, 1.4, 1.8, 1.81, 1.81, 2.04, 2.11, 2.11]"
S3b,CH3O,153,-557.850666,-2.669,278057.0,True,92,2.797,unknown,"[1.11, 1.12, 1.16, 1.39, 1.8, 1.81, 1.82, 2.05, 2.11, 2.13]"
S3b,CH3O,33,-557.850553,-2.6689,278170.2,True,53,1.99,unknown,"[1.11, 1.11, 1.2, 1.38, 1.74, 1.81, 1.85, 2.05, 2.11, 2.19]"
S3b,CH3O,52,-557.850048,-2.6684,278675.5,True,45,1.969,unknown,"[1.11, 1.12, 1.15, 1.39, 1.8, 1.82, 1.82, 2.05, 2.11, 2.11]"
S3b,CH3O,148,-557.849926,-2.6682,278796.9,True,61,1.97,unknown,"[1.11, 1.11, 1.15, 1.39, 1.8, 1.81, 1.82, 2.04, 2.11, 2.12]"
S3b,CH3O,238,-557.849794,-2.6681,278929.4,True,64,1.972,unknown,"[1.11, 1.11, 1.15, 1.4, 1.8, 1.81, 1.81, 2.04, 2.11, 2.12]"
S3b,CH3O,245,-557.849707,-2.668,279015.9,True,82,1.929,unknown,"[1.11, 1.12, 1.18, 1.38, 1.79, 1.82, 1.82, 2.05, 2.1, 2.16]"
S3b,CH3O,59,-557.848506,-2.6668,280217.7,True,45,2.197,unknown,"[1.11, 1.11, 1.15, 1.39, 1.8, 1.8, 1.81, 2.04, 2.11, 2.12]"
S3b,CH3O,215,-557.847047,-2.6654,281676.5,True,67,2.256,unknown,"[1.11, 1.11, 1.15, 1.4, 1.8, 1.81, 1.81, 2.05, 2.11, 2.12]"
S3b,CH3O,250,-557.846972,-2.6653,281751.4,True,45,1.969,unknown,"[1.11, 1.12, 1.14, 1.39, 1.8, 1.82, 1.82, 2.05, 2.11, 2.11]"
