sid,idx,E_MACE_D3_eV,E_bind_MACE_D3_eV,dE_rel_meV,converged,n_steps,d_min_ads_sub_A,d_reactive_A,distance_bin,fingerprint
S1,2023,-432.043356,-3.9675,7.8,True,78,1.967,3.932,reactive-loose,"[1.1, 1.1, 1.1, 1.2, 1.4, 1.8, 1.8, 1.8, 2.1, 2.1, 2.1, 3.9, 4.1, 4.1, 4.5, 4.7, 4.8, 5.3, 5.5, 5.5, 5.6]"
S1,1971,-432.043335,-3.9675,7.8,True,76,1.983,3.24,reactive-loose,"[1.1, 1.1, 1.1, 1.2, 1.4, 1.8, 1.8, 1.8, 2.1, 2.1, 2.1, 3.2, 3.6, 4.5, 4.6, 4.6, 4.6, 4.7, 4.7, 5.3, 5.6]"
S1,1714,-432.043272,-3.9675,7.9,True,144,1.972,3.919,reactive-loose,"[1.1, 1.1, 1.1, 1.2, 1.4, 1.8, 1.8, 1.8, 2.1, 2.1, 2.1, 3.9, 4.1, 4.1, 4.5, 4.7, 4.8, 5.4, 5.4, 5.5, 5.7]"
S1,2324,-432.043204,-3.9674,7.9,True,70,1.978,3.247,reactive-loose,"[1.1, 1.1, 1.1, 1.2, 1.4, 1.8, 1.8, 1.8, 2.1, 2.1, 2.1, 3.2, 3.6, 4.5, 4.6, 4.6, 4.6, 4.7, 4.7, 5.4, 5.6]"
S1,3309,-432.043123,-3.9673,8.0,True,76,1.967,4.484,separated,"[1.1, 1.1, 1.1, 1.2, 1.4, 1.8, 1.8, 1.8, 2.1, 2.1, 2.1, 3.1, 3.1, 3.2, 3.5, 3.6, 3.8, 4.4, 4.5, 4.6, 4.7]"
S1,5882,-432.043078,-3.9673,8.1,True,101,1.973,3.859,reactive-loose,"[1.1, 1.1, 1.1, 1.2, 1.4, 1.8, 1.8, 1.8, 2.1, 2.1, 2.1, 3.9, 4.0, 4.2, 4.5, 4.6, 4.8, 4.9, 5.3, 5.6, 5.7]"
S1,835,-432.042958,-3.9671,8.2,True,79,1.969,3.948,reactive-loose,"[1.1, 1.1, 1.1, 1.2, 1.4, 1.8, 1.8, 1.8, 2.1, 2.1, 2.1, 3.9, 4.1, 4.3, 4.5, 4.8, 4.9, 5.3, 5.6, 5.6, 5.7]"
S1,383,-432.042929,-3.9671,8.2,True,79,1.969,3.918,reactive-loose,"[1.1, 1.1, 1.1, 1.2, 1.4, 1.8, 1.8, 1.8, 2.1, 2.1, 2.1, 3.9, 4.0, 4.1, 4.4, 4.7, 4.8, 5.3, 5.5, 5.5, 5.5]"
S1,841,-432.042917,-3.9671,8.2,True,127,1.974,3.778,reactive-loose,"[1.1, 1.1, 1.1, 1.2, 1.4, 1.8, 1.8, 1.8, 2.1, 2.1, 2.1, 3.8, 3.8, 3.8, 4.3, 4.4, 4.7, 5.0, 5.2, 5.4, 5.4]"
S1,3425,-432.042873,-3.9671,8.3,True,135,1.976,3.946,reactive-loose,"[1.1, 1.1, 1.1, 1.2, 1.4, 1.8, 1.8, 1.8, 2.1, 2.1, 2.1, 3.9, 4.1, 4.3, 4.5, 4.8, 4.9, 5.2, 5.4, 5.7, 5.7]"
S1,5281,-432.042709,-3.9669,8.4,True,77,1.968,3.919,reactive-loose,"[1.1, 1.1, 1.1, 1.2, 1.4, 1.8, 1.8, 1.8, 2.1, 2.1, 2.1, 3.9, 4.0, 4.2, 4.6, 4.7, 4.9, 5.2, 5.5, 5.6, 5.7]"
S1,5698,-432.042552,-3.9667,8.6,True,230,1.974,3.875,reactive-loose,"[1.1, 1.1, 1.1, 1.2, 1.4, 1.8, 1.8, 1.8, 2.1, 2.1, 2.1, 3.9, 4.0, 4.4, 4.6, 4.7, 4.8, 4.9, 5.3, 5.7, 5.8]"
S1,989,-432.042484,-3.9667,8.7,True,83,1.964,4.526,separated,"[1.1, 1.1, 1.1, 1.2, 1.4, 1.8, 1.8, 1.8, 2.1, 2.1, 2.1, 3.0, 3.1, 3.3, 3.6, 3.7, 3.9, 4.4, 4.5, 4.7, 4.8]"
S1,4408,-432.042405,-3.9666,8.7,True,76,1.981,3.235,reactive-loose,"[1.1, 1.1, 1.1, 1.2, 1.4, 1.8, 1.8, 1.8, 2.1, 2.1, 2.1, 3.2, 3.6, 4.4, 4.5, 4.6, 4.6, 4.8, 4.8, 5.3, 5.6]"
S1,3870,-432.042321,-3.9665,8.8,True,82,1.97,4.454,separated,"[1.1, 1.1, 1.1, 1.2, 1.4, 1.8, 1.8, 1.8, 2.1, 2.1, 2.1, 3.0, 3.1, 3.1, 3.5, 3.5, 3.8, 4.3, 4.5, 4.6, 4.7]"
S1,3208,-432.042294,-3.9665,8.9,True,136,1.974,3.958,reactive-loose,"[1.1, 1.1, 1.1, 1.2, 1.4, 1.8, 1.8, 1.8, 2.1, 2.1, 2.1, 4.0, 4.1, 4.3, 4.5, 4.8, 4.9, 5.2, 5.4, 5.7, 5.8]"
S1,2153,-432.042251,-3.9664,8.9,True,99,1.969,4.55,separated,"[1.1, 1.1, 1.1, 1.2, 1.4, 1.8, 1.8, 1.8, 2.1, 2.1, 2.1, 3.2, 3.2, 3.3, 3.6, 3.7, 3.9, 4.5, 4.6, 4.7, 4.8]"
S1,1908,-432.042184,-3.9664,9.0,True,76,1.97,3.95,reactive-loose,"[1.1, 1.1, 1.1, 1.2, 1.4, 1.8, 1.8, 1.8, 2.1, 2.1, 2.1, 4.0, 4.1, 4.2, 4.5, 4.7, 4.9, 5.3, 5.6, 5.6, 5.6]"
S1,4107,-432.041953,-3.9661,9.2,True,72,1.968,3.97,reactive-loose,"[1.1, 1.1, 1.1, 1.2, 1.4, 1.8, 1.8, 1.8, 2.1, 2.1, 2.1, 4.0, 4.1, 4.3, 4.6, 4.8, 4.9, 5.4, 5.6, 5.7, 5.7]"
S1,3926,-432.041909,-3.9661,9.2,True,99,1.969,4.552,separated,"[1.1, 1.1, 1.1, 1.2, 1.4, 1.8, 1.8, 1.8, 2.1, 2.1, 2.1, 3.2, 3.2, 3.3, 3.6, 3.8, 3.9, 4.5, 4.6, 4.7, 4.8]"
S1,3761,-432.041901,-3.9661,9.2,True,88,1.963,4.498,separated,"[1.1, 1.1, 1.1, 1.2, 1.4, 1.8, 1.8, 1.8, 2.1, 2.1, 2.1, 3.0, 3.1, 3.2, 3.5, 3.6, 3.8, 4.3, 4.5, 4.6, 4.7]"
S1,1888,-432.041854,-3.966,9.3,True,91,1.97,3.783,reactive-loose,"[1.1, 1.1, 1.1, 1.2, 1.4, 1.8, 1.8, 1.8, 2.1, 2.1, 2.1, 3.8, 3.8, 4.0, 4.5, 4.5, 4.7, 4.9, 5.3, 5.4, 5.6]"
S1,5533,-432.041853,-3.966,9.3,True,145,1.973,3.995,reactive-loose,"[1.1, 1.1, 1.1, 1.2, 1.4, 1.8, 1.8, 1.8, 2.1, 2.1, 2.1, 4.0, 4.2, 4.4, 4.6, 4.9, 4.9, 5.3, 5.5, 5.8, 5.9]"
S1,4928,-432.041838,-3.966,9.3,True,134,1.975,3.951,reactive-loose,"[1.1, 1.1, 1.1, 1.2, 1.4, 1.8, 1.8, 1.8, 2.1, 2.1, 2.1, 4.0, 4.1, 4.3, 4.5, 4.8, 4.9, 5.2, 5.4, 5.7, 5.7]"
S1,3363,-432.041818,-3.966,9.3,True,75,1.968,4.501,separated,"[1.1, 1.1, 1.1, 1.2, 1.4, 1.8, 1.8, 1.8, 2.1, 2.1, 2.1, 3.1, 3.1, 3.3, 3.5, 3.6, 3.9, 4.4, 4.5, 4.6, 4.8]"
S1,6267,-432.041658,-3.9658,9.5,True,78,1.975,4.023,separated,"[1.1, 1.1, 1.1, 1.2, 1.4, 1.8, 1.8, 1.8, 2.1, 2.1, 2.1, 4.0, 4.2, 4.5, 4.7, 5.0, 5.0, 5.5, 5.7, 5.8, 5.8]"
S1,3930,-432.041527,-3.9657,9.6,True,94,1.967,4.541,separated,"[1.1, 1.1, 1.1, 1.2, 1.4, 1.8, 1.8, 1.8, 2.1, 2.1, 2.1, 3.2, 3.2, 3.3, 3.5, 3.7, 3.9, 4.5, 4.5, 4.7, 4.8]"
S1,5653,-432.041489,-3.9657,9.7,True,84,1.966,4.508,separated,"[1.1, 1.1, 1.1, 1.2, 1.4, 1.8, 1.8, 1.8, 2.1, 2.1, 2.1, 3.1, 3.2, 3.2, 3.5, 3.7, 3.8, 4.4, 4.5, 4.6, 4.8]"
S1,4949,-432.041371,-3.9656,9.8,True,96,1.971,3.987,reactive-loose,"[1.1, 1.1, 1.1, 1.2, 1.4, 1.8, 1.8, 1.8, 2.1, 2.1, 2.1, 4.0, 4.2, 4.3, 4.5, 4.8, 4.9, 5.5, 5.6, 5.6, 5.7]"
S1,5811,-432.041327,-3.9655,9.8,True,80,1.969,3.923,reactive-loose,"[1.1, 1.1, 1.1, 1.2, 1.4, 1.8, 1.8, 1.8, 2.1, 2.1, 2.1, 3.9, 4.0, 4.3, 4.6, 4.7, 4.9, 5.2, 5.5, 5.6, 5.7]"
S1,824,-432.041184,-3.9654,10.0,True,67,1.981,3.258,reactive-loose,"[1.1, 1.1, 1.1, 1.2, 1.4, 1.8, 1.8, 1.8, 2.1, 2.1, 2.1, 3.3, 3.6, 4.5, 4.6, 4.6, 4.7, 4.7, 4.7, 5.4, 5.6]"
S1,5191,-432.04117,-3.9654,10.0,True,74,1.966,4.497,separated,"[1.1, 1.1, 1.1, 1.2, 1.4, 1.8, 1.8, 1.8, 2.1, 2.1, 2.1, 3.1, 3.1, 3.2, 3.6, 3.7, 3.8, 4.4, 4.5, 4.6, 4.7]"
S1,326,-432.041135,-3.9653,10.0,True,114,1.973,3.987,reactive-loose,"[1.1, 1.1, 1.1, 1.2, 1.4, 1.8, 1.8, 1.8, 2.1, 2.1, 2.1, 4.0, 4.2, 4.5, 4.7, 4.9, 5.0, 5.2, 5.5, 5.8, 5.9]"
S1,6055,-432.041121,-3.9653,10.0,True,70,1.98,3.231,reactive-loose,"[1.1, 1.1, 1.1, 1.2, 1.4, 1.8, 1.8, 1.8, 2.1, 2.1, 2.1, 3.2, 3.6, 4.4, 4.5, 4.5, 4.6, 4.7, 4.8, 5.3, 5.6]"
S1,4123,-432.041106,-3.9653,10.0,True,78,1.969,4.51,separated,"[1.1, 1.1, 1.1, 1.2, 1.4, 1.8, 1.8, 1.8, 2.1, 2.1, 2.1, 3.0, 3.1, 3.4, 3.7, 3.8, 3.9, 4.4, 4.5, 4.6, 4.8]"
S1,1057,-432.040975,-3.9652,10.2,True,102,1.973,4.051,separated,"[1.1, 1.1, 1.1, 1.2, 1.4, 1.8, 1.8, 1.8, 2.1, 2.1, 2.1, 4.1, 4.3, 4.5, 4.7, 5.0, 5.0, 5.5, 5.7, 5.7, 5.8]"
S1,2143,-432.040924,-3.9651,10.2,True,104,1.971,3.896,reactive-loose,"[1.1, 1.1, 1.1, 1.2, 1.4, 1.8, 1.8, 1.8, 2.1, 2.1, 2.1, 3.9, 4.0, 4.0, 4.4, 4.6, 4.8, 5.3, 5.3, 5.4, 5.6]"
S1,2394,-432.04092,-3.9651,10.2,True,135,1.969,3.826,reactive-loose,"[1.1, 1.1, 1.1, 1.2, 1.4, 1.8, 1.8, 1.8, 2.1, 2.1, 2.1, 3.8, 3.9, 3.9, 4.3, 4.5, 4.7, 5.2, 5.2, 5.3, 5.6]"
S1,4916,-432.040854,-3.965,10.3,True,72,1.966,4.502,separated,"[1.1, 1.1, 1.1, 1.2, 1.4, 1.8, 1.8, 1.8, 2.1, 2.1, 2.1, 3.1, 3.1, 3.2, 3.4, 3.6, 3.8, 4.4, 4.5, 4.6, 4.7]"
S1,3698,-432.040802,-3.965,10.3,True,88,1.964,4.506,separated,"[1.1, 1.1, 1.1, 1.2, 1.4, 1.8, 1.8, 1.8, 2.1, 2.1, 2.1, 3.0, 3.0, 3.3, 3.6, 3.6, 3.8, 4.3, 4.5, 4.6, 4.7]"
S1,5943,-432.040759,-3.9649,10.4,True,106,1.965,4.514,separated,"[1.1, 1.1, 1.1, 1.2, 1.4, 1.8, 1.8, 1.8, 2.1, 2.1, 2.1, 2.9, 3.0, 3.4, 3.6, 3.8, 3.8, 4.3, 4.5, 4.6, 4.7]"
S1,2621,-432.040738,-3.9649,10.4,True,85,1.964,4.509,separated,"[1.1, 1.1, 1.1, 1.2, 1.4, 1.8, 1.8, 1.8, 2.1, 2.1, 2.1, 2.9, 3.0, 3.4, 3.7, 3.7, 3.8, 4.4, 4.5, 4.6, 4.7]"
S1,5864,-432.040653,-3.9648,10.5,True,83,1.967,3.914,reactive-loose,"[1.1, 1.1, 1.1, 1.2, 1.4, 1.8, 1.8, 1.8, 2.1, 2.1, 2.1, 3.9, 4.1, 4.2, 4.5, 4.7, 4.8, 5.1, 5.4, 5.6, 5.6]"
S1,5535,-432.040596,-3.9648,10.6,True,68,1.97,3.954,reactive-loose,"[1.1, 1.1, 1.1, 1.2, 1.4, 1.8, 1.8, 1.8, 2.1, 2.1, 2.1, 4.0, 4.1, 4.2, 4.5, 4.8, 4.8, 5.5, 5.5, 5.5, 5.7]"
S1,5148,-432.040578,-3.9648,10.6,True,116,1.964,4.482,separated,"[1.1, 1.1, 1.1, 1.2, 1.4, 1.8, 1.8, 1.8, 2.1, 2.1, 2.1, 3.1, 3.1, 3.1, 3.4, 3.6, 3.8, 4.3, 4.5, 4.6, 4.7]"
S1,5590,-432.040567,-3.9647,10.6,True,114,1.964,4.469,separated,"[1.1, 1.1, 1.1, 1.2, 1.4, 1.8, 1.8, 1.8, 2.1, 2.1, 2.1, 3.0, 3.1, 3.1, 3.4, 3.6, 3.8, 4.3, 4.5, 4.6, 4.7]"
S1,5623,-432.040531,-3.9647,10.6,True,93,1.967,4.548,separated,"[1.1, 1.1, 1.1, 1.2, 1.4, 1.8, 1.8, 1.8, 2.1, 2.1, 2.1, 3.2, 3.3, 3.3, 3.5, 3.7, 3.9, 4.5, 4.5, 4.7, 4.8]"
S1,4021,-432.040483,-3.9647,10.7,True,161,1.971,5.606,thermodynamic,"[1.1, 1.1, 1.1, 1.2, 1.4, 1.8, 1.8, 1.8, 2.1, 2.1, 2.1, 3.6, 3.6, 4.6, 4.7, 4.7, 4.9, 5.0, 5.2, 5.6, 5.7]"
S1,6169,-432.04046,-3.9646,10.7,True,92,1.98,3.076,reactive-loose,"[1.1, 1.1, 1.1, 1.2, 1.4, 1.8, 1.8, 1.8, 2.1, 2.1, 2.1, 3.1, 3.4, 4.1, 4.2, 4.2, 4.3, 4.5, 4.6, 5.1, 5.3]"
S1,5093,-432.040451,-3.9646,10.7,True,134,1.973,3.929,reactive-loose,"[1.1, 1.1, 1.1, 1.2, 1.4, 1.8, 1.8, 1.8, 2.1, 2.1, 2.1, 3.9, 4.1, 4.2, 4.5, 4.7, 4.8, 5.2, 5.4, 5.7, 5.7]"
S1,1745,-432.040428,-3.9646,10.7,True,74,1.965,4.493,separated,"[1.1, 1.1, 1.1, 1.2, 1.4, 1.8, 1.8, 1.8, 2.1, 2.1, 2.1, 3.1, 3.1, 3.2, 3.6, 3.6, 3.8, 4.4, 4.5, 4.6, 4.7]"
S1,1055,-432.040392,-3.9646,10.8,True,84,1.965,4.51,separated,"[1.1, 1.1, 1.1, 1.2, 1.4, 1.8, 1.8, 1.8, 2.1, 2.1, 2.1, 2.9, 3.0, 3.4, 3.7, 3.8, 3.8, 4.4, 4.5, 4.6, 4.7]"
S1,2192,-432.040368,-3.9645,10.8,True,144,1.971,4.0,reactive-loose,"[1.1, 1.1, 1.1, 1.2, 1.4, 1.8, 1.8, 1.8, 2.1, 2.1, 2.1, 4.0, 4.2, 4.5, 4.6, 4.9, 4.9, 5.3, 5.5, 5.8, 5.9]"
S1,2465,-432.040271,-3.9645,10.9,True,77,1.969,4.507,separated,"[1.1, 1.1, 1.1, 1.2, 1.4, 1.8, 1.8, 1.8, 2.1, 2.1, 2.1, 2.9, 3.1, 3.4, 3.7, 3.8, 3.9, 4.4, 4.5, 4.6, 4.8]"
S1,3200,-432.04022,-3.9644,10.9,True,78,1.966,4.574,separated,"[1.1, 1.1, 1.1, 1.2, 1.4, 1.8, 1.8, 1.8, 2.1, 2.1, 2.1, 3.2, 3.2, 3.3, 3.6, 3.8, 3.9, 4.6, 4.6, 4.7, 4.8]"
S1,1428,-432.040173,-3.9644,11.0,True,89,1.964,4.575,separated,"[1.1, 1.1, 1.1, 1.2, 1.4, 1.8, 1.8, 1.8, 2.1, 2.1, 2.1, 3.1, 3.2, 3.4, 3.8, 3.8, 3.9, 4.6, 4.6, 4.7, 4.9]"
S1,2308,-432.040111,-3.9643,11.0,True,67,1.968,4.5,separated,"[1.1, 1.1, 1.1, 1.2, 1.4, 1.8, 1.8, 1.8, 2.1, 2.1, 2.1, 3.1, 3.2, 3.2, 3.5, 3.7, 3.8, 4.4, 4.5, 4.6, 4.7]"
S1,3818,-432.040098,-3.9643,11.1,True,77,1.969,4.565,separated,"[1.1, 1.1, 1.1, 1.2, 1.4, 1.8, 1.8, 1.8, 2.1, 2.1, 2.1, 3.2, 3.3, 3.3, 3.6, 3.8, 3.9, 4.6, 4.6, 4.7, 4.8]"
S1,946,-432.04004,-3.9642,11.1,True,79,1.976,3.129,reactive-loose,"[1.1, 1.1, 1.1, 1.2, 1.4, 1.8, 1.8, 1.8, 2.1, 2.1, 2.1, 3.1, 3.5, 4.2, 4.4, 4.4, 4.4, 4.8, 4.8, 5.2, 5.4]"
S1,3945,-432.040019,-3.9642,11.1,True,77,1.969,4.566,separated,"[1.1, 1.1, 1.1, 1.2, 1.4, 1.8, 1.8, 1.8, 2.1, 2.1, 2.1, 3.2, 3.3, 3.3, 3.6, 3.8, 3.9, 4.5, 4.6, 4.7, 4.8]"
S1,676,-432.039973,-3.9642,11.2,True,141,1.968,3.86,reactive-loose,"[1.1, 1.1, 1.1, 1.2, 1.4, 1.8, 1.8, 1.8, 2.1, 2.1, 2.1, 3.9, 3.9, 4.0, 4.3, 4.5, 4.7, 5.2, 5.2, 5.3, 5.6]"
S1,3897,-432.039923,-3.9641,11.2,True,160,1.973,5.615,thermodynamic,"[1.1, 1.1, 1.1, 1.2, 1.4, 1.8, 1.8, 1.8, 2.1, 2.1, 2.1, 3.6, 3.6, 4.6, 4.7, 4.8, 4.9, 5.0, 5.2, 5.6, 5.7]"
S1,4450,-432.039885,-3.9641,11.3,True,84,1.966,3.917,reactive-loose,"[1.1, 1.1, 1.1, 1.2, 1.4, 1.8, 1.8, 1.8, 2.1, 2.1, 2.1, 3.9, 4.1, 4.1, 4.5, 4.7, 4.8, 5.4, 5.4, 5.4, 5.6]"
S1,4980,-432.039794,-3.964,11.4,True,71,1.969,4.487,separated,"[1.1, 1.1, 1.1, 1.2, 1.4, 1.8, 1.8, 1.8, 2.1, 2.1, 2.1, 3.1, 3.1, 3.3, 3.5, 3.6, 3.8, 4.4, 4.5, 4.6, 4.8]"
S1,2983,-432.039759,-3.9639,11.4,True,108,1.965,4.494,separated,"[1.1, 1.1, 1.1, 1.2, 1.4, 1.8, 1.8, 1.8, 2.1, 2.1, 2.1, 2.9, 2.9, 3.3, 3.6, 3.7, 3.8, 4.3, 4.5, 4.6, 4.7]"
S1,2831,-432.039634,-3.9638,11.5,True,151,1.973,3.798,reactive-loose,"[1.1, 1.1, 1.1, 1.2, 1.4, 1.8, 1.8, 1.8, 2.1, 2.1, 2.1, 3.8, 3.8, 4.0, 4.4, 4.5, 4.7, 4.8, 5.3, 5.4, 5.6]"
S1,4596,-432.039611,-3.9638,11.5,True,132,1.966,4.522,separated,"[1.1, 1.1, 1.1, 1.2, 1.4, 1.8, 1.8, 1.8, 2.1, 2.1, 2.1, 2.9, 3.0, 3.5, 3.7, 3.8, 3.9, 4.4, 4.5, 4.6, 4.7]"
S1,3600,-432.039578,-3.9638,11.6,True,85,1.971,4.285,separated,"[1.1, 1.1, 1.1, 1.2, 1.4, 1.8, 1.8, 1.8, 2.1, 2.1, 2.1, 3.8, 4.2, 4.3, 4.3, 4.6, 4.8, 5.2, 5.3, 5.4, 5.7]"
S1,1688,-432.039504,-3.9637,11.6,True,147,1.971,4.268,separated,"[1.1, 1.1, 1.1, 1.2, 1.4, 1.8, 1.8, 1.8, 2.1, 2.1, 2.1, 3.9, 4.2, 4.3, 4.3, 4.6, 4.8, 5.3, 5.4, 5.5, 5.6]"
S1,1106,-432.039485,-3.9637,11.7,True,172,1.966,4.535,separated,"[1.1, 1.1, 1.1, 1.2, 1.4, 1.8, 1.8, 1.8, 2.1, 2.1, 2.1, 3.0, 3.2, 3.3, 3.7, 3.7, 3.9, 4.4, 4.5, 4.6, 4.8]"
S1,1346,-432.039437,-3.9636,11.7,True,108,1.965,4.496,separated,"[1.1, 1.1, 1.1, 1.2, 1.4, 1.8, 1.8, 1.8, 2.1, 2.1, 2.1, 2.9, 2.9, 3.3, 3.6, 3.7, 3.8, 4.3, 4.5, 4.6, 4.6]"
S1,5915,-432.039373,-3.9636,11.8,True,141,1.971,3.804,reactive-loose,"[1.1, 1.1, 1.1, 1.2, 1.4, 1.8, 1.8, 1.8, 2.1, 2.1, 2.1, 3.8, 3.8, 3.9, 4.4, 4.4, 4.7, 4.9, 5.3, 5.4, 5.5]"
S1,2595,-432.039358,-3.9635,11.8,True,99,1.963,4.473,separated,"[1.1, 1.1, 1.1, 1.2, 1.4, 1.8, 1.8, 1.8, 2.1, 2.1, 2.1, 3.0, 3.1, 3.1, 3.4, 3.5, 3.7, 4.3, 4.5, 4.6, 4.6]"
S1,2542,-432.039343,-3.9635,11.8,True,98,1.962,4.473,separated,"[1.1, 1.1, 1.1, 1.2, 1.4, 1.8, 1.8, 1.8, 2.1, 2.1, 2.1, 3.0, 3.0, 3.1, 3.4, 3.5, 3.7, 4.3, 4.5, 4.6, 4.6]"
S1,2740,-432.039335,-3.9635,11.8,True,79,1.968,4.568,separated,"[1.1, 1.1, 1.1, 1.2, 1.4, 1.8, 1.8, 1.8, 2.1, 2.1, 2.1, 3.0, 3.1, 3.6, 3.8, 4.0, 4.0, 4.5, 4.6, 4.7, 4.8]"
S1,3763,-432.03932,-3.9635,11.8,True,82,1.97,4.579,separated,"[1.1, 1.1, 1.1, 1.2, 1.4, 1.8, 1.8, 1.8, 2.1, 2.1, 2.1, 3.2, 3.2, 3.4, 3.7, 3.8, 3.9, 4.6, 4.6, 4.7, 4.9]"
S1,545,-432.039298,-3.9635,11.9,True,90,1.972,4.324,separated,"[1.1, 1.1, 1.1, 1.2, 1.4, 1.8, 1.8, 1.8, 2.1, 2.1, 2.1, 3.1, 3.5, 4.0, 4.3, 4.3, 4.3, 4.4, 4.4, 4.9, 5.3]"
S1,1968,-432.039268,-3.9634,11.9,True,84,1.971,4.28,separated,"[1.1, 1.1, 1.1, 1.2, 1.4, 1.8, 1.8, 1.8, 2.1, 2.1, 2.1, 3.8, 4.2, 4.3, 4.3, 4.6, 4.8, 5.3, 5.3, 5.4, 5.7]"
S1,5016,-432.039115,-3.9633,12.0,True,79,1.971,4.566,separated,"[1.1, 1.1, 1.1, 1.2, 1.4, 1.8, 1.8, 1.8, 2.1, 2.1, 2.1, 3.2, 3.3, 3.3, 3.5, 3.8, 3.9, 4.5, 4.6, 4.7, 4.8]"
S1,5121,-432.039088,-3.9633,12.1,True,71,1.967,4.489,separated,"[1.1, 1.1, 1.1, 1.2, 1.4, 1.8, 1.8, 1.8, 2.1, 2.1, 2.1, 3.1, 3.2, 3.2, 3.5, 3.6, 3.8, 4.4, 4.5, 4.6, 4.7]"
S1,1281,-432.039043,-3.9632,12.1,True,87,1.965,4.466,separated,"[1.1, 1.1, 1.1, 1.2, 1.4, 1.8, 1.8, 1.8, 2.1, 2.1, 2.1, 3.0, 3.1, 3.1, 3.4, 3.6, 3.7, 4.3, 4.5, 4.6, 4.6]"
S1,1844,-432.039009,-3.9632,12.1,True,70,1.967,4.484,separated,"[1.1, 1.1, 1.1, 1.2, 1.4, 1.8, 1.8, 1.8, 2.1, 2.1, 2.1, 3.1, 3.1, 3.3, 3.4, 3.6, 3.8, 4.4, 4.5, 4.6, 4.8]"
S1,612,-432.038998,-3.9632,12.2,True,47,1.978,3.221,reactive-loose,"[1.1, 1.1, 1.1, 1.2, 1.4, 1.8, 1.8, 1.8, 2.1, 2.1, 2.1, 3.2, 3.6, 4.3, 4.5, 4.5, 4.5, 4.9, 5.0, 5.3, 5.5]"
S1,2666,-432.038996,-3.9632,12.2,True,92,1.971,3.86,reactive-loose,"[1.1, 1.1, 1.1, 1.2, 1.4, 1.8, 1.8, 1.8, 2.1, 2.1, 2.1, 3.9, 4.0, 4.2, 4.5, 4.6, 4.8, 4.9, 5.2, 5.6, 5.7]"
S1,710,-432.038993,-3.9632,12.2,True,68,1.972,4.332,separated,"[1.1, 1.1, 1.1, 1.2, 1.4, 1.8, 1.8, 1.8, 2.1, 2.1, 2.1, 3.2, 3.6, 4.0, 4.1, 4.2, 4.3, 4.3, 4.4, 5.0, 5.3]"
S1,209,-432.038959,-3.9631,12.2,True,77,1.973,4.338,separated,"[1.1, 1.1, 1.1, 1.2, 1.4, 1.8, 1.8, 1.8, 2.1, 2.1, 2.1, 3.9, 4.2, 4.3, 4.4, 4.7, 4.8, 5.2, 5.2, 5.5, 5.8]"
S1,3486,-432.038943,-3.9631,12.2,True,133,1.972,3.921,reactive-loose,"[1.1, 1.1, 1.1, 1.2, 1.4, 1.8, 1.8, 1.8, 2.1, 2.1, 2.1, 3.9, 4.1, 4.2, 4.4, 4.7, 4.8, 5.1, 5.4, 5.6, 5.7]"
S1,4051,-432.038921,-3.9631,12.2,True,96,1.968,4.551,separated,"[1.1, 1.1, 1.1, 1.2, 1.4, 1.8, 1.8, 1.8, 2.1, 2.1, 2.1, 3.2, 3.2, 3.3, 3.5, 3.7, 3.9, 4.5, 4.6, 4.7, 4.8]"
S1,3631,-432.038898,-3.9631,12.3,True,78,1.968,4.448,separated,"[1.1, 1.1, 1.1, 1.2, 1.4, 1.8, 1.8, 1.8, 2.1, 2.1, 2.1, 2.9, 3.0, 3.1, 3.5, 3.5, 3.8, 4.3, 4.4, 4.5, 4.7]"
S1,4713,-432.038886,-3.9631,12.3,True,110,1.964,4.447,separated,"[1.1, 1.1, 1.1, 1.2, 1.4, 1.8, 1.8, 1.8, 2.1, 2.1, 2.1, 2.9, 3.0, 3.1, 3.5, 3.5, 3.7, 4.2, 4.4, 4.6, 4.6]"
S1,1580,-432.038883,-3.9631,12.3,True,145,1.971,4.261,separated,"[1.1, 1.1, 1.1, 1.2, 1.4, 1.8, 1.8, 1.8, 2.1, 2.1, 2.1, 3.8, 4.2, 4.3, 4.3, 4.6, 4.8, 5.2, 5.4, 5.5, 5.6]"
S1,1539,-432.038866,-3.963,12.3,True,81,1.964,4.519,separated,"[1.1, 1.1, 1.1, 1.2, 1.4, 1.8, 1.8, 1.8, 2.1, 2.1, 2.1, 2.9, 3.0, 3.5, 3.7, 3.9, 3.9, 4.4, 4.5, 4.6, 4.7]"
S1,2139,-432.038847,-3.963,12.3,True,87,1.971,4.345,separated,"[1.1, 1.1, 1.1, 1.2, 1.4, 1.8, 1.8, 1.8, 2.1, 2.1, 2.1, 3.2, 3.7, 4.1, 4.3, 4.3, 4.3, 4.4, 4.4, 5.0, 5.4]"
S1,2744,-432.038785,-3.963,12.4,True,129,1.972,5.814,thermodynamic,"[1.1, 1.1, 1.1, 1.2, 1.4, 1.8, 1.8, 1.8, 2.1, 2.1, 2.1, 4.2, 4.3, 4.6, 5.0, 5.0, 5.2, 5.7, 5.8, 5.9, 6.0]"
S1,2652,-432.038783,-3.963,12.4,True,92,1.962,4.47,separated,"[1.1, 1.1, 1.1, 1.2, 1.4, 1.8, 1.8, 1.8, 2.1, 2.1, 2.1, 3.0, 3.1, 3.1, 3.4, 3.5, 3.7, 4.2, 4.5, 4.6, 4.6]"
