sid,idx,E_MACE_D3_eV,E_bind_MACE_D3_eV,dE_rel_meV,converged,n_steps,d_min_ads_sub_A,d_reactive_A,distance_bin,fingerprint
S2,4670,-599.844612,-1.3784,1820.9,True,86,2.063,3.769,reactive-loose,"[1.1, 1.1, 1.1, 1.1, 1.4, 1.8, 1.8, 1.8, 2.0, 2.1, 2.1, 3.2, 3.4, 3.5, 3.5, 3.7, 3.8, 3.9, 4.3, 4.8, 4.9]"
S2,8603,-599.844492,-1.3783,1821.0,True,53,2.077,4.002,separated,"[1.1, 1.1, 1.1, 1.1, 1.4, 1.8, 1.8, 1.8, 2.0, 2.1, 2.1, 3.0, 3.6, 3.7, 3.7, 4.0, 4.4, 4.4, 4.5, 4.7, 5.4]"
S2,3613,-599.843434,-1.3772,1822.1,True,60,2.065,5.304,thermodynamic,"[1.1, 1.1, 1.1, 1.1, 1.4, 1.8, 1.8, 1.8, 2.0, 2.1, 2.1, 3.4, 3.4, 3.6, 3.7, 4.1, 4.1, 4.4, 4.6, 5.1, 5.3]"
S2,1996,-599.842731,-1.3765,1822.8,True,65,2.083,3.158,reactive-loose,"[1.1, 1.1, 1.1, 1.1, 1.4, 1.8, 1.8, 1.8, 2.0, 2.1, 2.1, 3.2, 3.4, 3.8, 4.0, 4.1, 4.2, 4.6, 4.8, 5.1, 5.1]"
S2,4410,-599.842471,-1.3763,1823.0,True,71,2.075,3.317,reactive-loose,"[1.1, 1.1, 1.1, 1.1, 1.4, 1.8, 1.8, 1.8, 2.0, 2.1, 2.1, 3.3, 3.3, 3.9, 4.0, 4.2, 4.2, 4.3, 4.7, 5.1, 5.3]"
S2,7965,-599.842181,-1.376,1823.3,True,71,2.075,3.083,reactive-loose,"[1.1, 1.1, 1.1, 1.1, 1.4, 1.8, 1.8, 1.8, 2.0, 2.1, 2.1, 3.1, 3.3, 3.7, 4.0, 4.0, 4.1, 4.4, 4.7, 5.0, 5.0]"
S2,4953,-599.841811,-1.3756,1823.7,True,81,2.063,3.743,reactive-loose,"[1.1, 1.1, 1.1, 1.1, 1.4, 1.8, 1.8, 1.8, 2.0, 2.1, 2.1, 3.3, 3.4, 3.5, 3.6, 3.7, 3.7, 3.9, 4.3, 4.8, 4.9]"
S2,333,-599.841705,-1.3755,1823.8,True,53,2.067,4.975,separated,"[1.1, 1.1, 1.1, 1.1, 1.4, 1.8, 1.8, 1.8, 2.0, 2.1, 2.1, 3.1, 3.4, 3.7, 3.7, 3.9, 4.4, 4.6, 4.8, 5.0, 5.8]"
S2,9319,-599.840731,-1.3745,1824.8,True,72,2.056,4.563,separated,"[1.1, 1.1, 1.1, 1.1, 1.4, 1.8, 1.8, 1.8, 2.0, 2.1, 2.1, 3.2, 3.3, 3.3, 3.4, 3.7, 3.8, 4.2, 4.6, 4.6, 4.7]"
S2,4959,-599.840471,-1.3743,1825.0,True,72,2.059,3.756,reactive-loose,"[1.1, 1.1, 1.1, 1.1, 1.4, 1.8, 1.8, 1.8, 2.0, 2.1, 2.1, 3.3, 3.4, 3.6, 3.7, 3.8, 3.8, 3.9, 4.2, 4.9, 4.9]"
S2,11145,-599.840096,-1.3739,1825.4,True,72,2.058,3.759,reactive-loose,"[1.1, 1.1, 1.1, 1.1, 1.4, 1.8, 1.8, 1.8, 2.0, 2.1, 2.1, 3.3, 3.5, 3.7, 3.7, 3.8, 3.8, 4.0, 4.3, 4.9, 5.0]"
S2,9644,-599.839738,-1.3735,1825.8,True,53,2.077,5.82,thermodynamic,"[1.1, 1.1, 1.1, 1.1, 1.4, 1.8, 1.8, 1.8, 2.0, 2.1, 2.1, 3.6, 3.7, 4.0, 4.0, 4.0, 4.2, 4.6, 4.7, 5.3, 5.8]"
S2,10804,-599.839659,-1.3735,1825.8,True,70,2.056,3.762,reactive-loose,"[1.1, 1.1, 1.1, 1.1, 1.4, 1.8, 1.8, 1.8, 2.0, 2.1, 2.1, 3.3, 3.4, 3.6, 3.7, 3.8, 3.8, 3.9, 4.3, 4.9, 5.0]"
S2,4676,-599.8393,-1.3731,1826.2,True,71,2.057,3.777,reactive-loose,"[1.1, 1.1, 1.1, 1.1, 1.4, 1.8, 1.8, 1.8, 2.0, 2.1, 2.1, 3.3, 3.4, 3.6, 3.7, 3.8, 3.8, 3.9, 4.3, 4.9, 4.9]"
S2,3043,-599.838515,-1.3723,1827.0,True,53,2.076,5.821,thermodynamic,"[1.1, 1.1, 1.1, 1.1, 1.4, 1.8, 1.8, 1.8, 2.0, 2.1, 2.1, 3.6, 3.7, 4.0, 4.0, 4.0, 4.2, 4.6, 4.7, 5.4, 5.8]"
S2,4957,-599.836794,-1.3706,1828.7,True,74,2.059,3.574,reactive-loose,"[1.1, 1.1, 1.1, 1.1, 1.4, 1.8, 1.8, 1.8, 2.0, 2.1, 2.1, 3.3, 3.5, 3.6, 3.6, 3.6, 3.7, 3.9, 4.2, 4.8, 5.0]"
S2,8374,-599.836622,-1.3704,1828.9,True,55,2.082,3.42,reactive-loose,"[1.1, 1.1, 1.1, 1.1, 1.4, 1.8, 1.8, 1.8, 2.0, 2.1, 2.1, 3.2, 3.4, 3.6, 3.9, 4.1, 4.4, 4.4, 4.7, 5.0, 5.4]"
S2,3765,-599.836296,-1.3701,1829.2,True,72,2.052,4.342,separated,"[1.1, 1.1, 1.1, 1.1, 1.4, 1.8, 1.8, 1.8, 2.0, 2.1, 2.1, 3.2, 3.2, 3.7, 3.7, 3.8, 4.3, 4.3, 4.6, 5.0, 5.2]"
S2,1244,-599.835968,-1.3698,1829.5,True,59,2.088,4.101,separated,"[1.1, 1.1, 1.1, 1.1, 1.4, 1.8, 1.8, 1.8, 2.0, 2.1, 2.1, 3.0, 3.3, 3.6, 3.7, 3.8, 4.0, 4.1, 4.1, 4.6, 5.2]"
S2,6988,-599.83447,-1.3683,1831.0,True,59,2.089,4.136,separated,"[1.1, 1.1, 1.1, 1.1, 1.4, 1.8, 1.8, 1.8, 2.0, 2.1, 2.1, 3.0, 3.3, 3.6, 3.7, 3.8, 4.0, 4.1, 4.1, 4.6, 5.2]"
S2,7113,-599.833823,-1.3676,1831.7,True,55,2.09,4.036,separated,"[1.1, 1.1, 1.1, 1.1, 1.4, 1.8, 1.8, 1.8, 2.0, 2.1, 2.1, 2.9, 3.3, 3.5, 3.6, 3.8, 3.9, 4.0, 4.0, 4.5, 5.1]"
S2,9318,-599.832272,-1.3661,1833.2,True,72,2.053,4.243,separated,"[1.1, 1.1, 1.1, 1.1, 1.4, 1.8, 1.8, 1.8, 2.0, 2.1, 2.1, 3.0, 3.2, 3.4, 3.6, 3.6, 3.9, 4.2, 4.2, 4.5, 4.9]"
S2,10802,-599.83074,-1.3645,1834.7,True,70,2.055,3.718,reactive-loose,"[1.1, 1.1, 1.1, 1.1, 1.4, 1.8, 1.8, 1.8, 2.0, 2.1, 2.1, 3.2, 3.5, 3.7, 3.7, 3.7, 3.8, 4.2, 4.5, 4.8, 5.2]"
S2,10536,-599.830357,-1.3642,1835.1,True,69,2.085,2.9,reactive-close,"[1.1, 1.1, 1.1, 1.1, 1.4, 1.8, 1.8, 1.8, 2.0, 2.1, 2.1, 2.9, 3.4, 3.6, 3.8, 4.0, 4.2, 4.5, 4.6, 4.7, 5.2]"
S2,9159,-599.828934,-1.3627,1836.6,True,96,2.094,3.456,reactive-loose,"[1.1, 1.1, 1.1, 1.1, 1.4, 1.8, 1.8, 1.8, 2.0, 2.1, 2.1, 3.5, 3.5, 4.4, 4.6, 4.7, 4.8, 5.2, 5.4, 5.4, 5.5]"
S2,7445,-599.825319,-1.3591,1840.2,True,69,2.067,3.559,reactive-loose,"[1.1, 1.1, 1.1, 1.1, 1.4, 1.8, 1.8, 1.8, 2.0, 2.1, 2.1, 2.9, 3.3, 3.4, 3.6, 3.6, 4.1, 4.2, 4.2, 4.5, 5.2]"
S2,10365,-599.824167,-1.358,1841.3,True,46,2.17,4.79,separated,"[1.1, 1.1, 1.1, 1.1, 1.4, 1.8, 1.8, 1.8, 2.0, 2.1, 2.1, 3.2, 3.3, 3.4, 3.8, 3.9, 4.0, 4.6, 4.7, 4.8, 4.9]"
S2,10513,-599.822352,-1.3561,1843.1,True,77,2.089,3.315,reactive-loose,"[1.1, 1.1, 1.1, 1.1, 1.4, 1.8, 1.8, 1.8, 2.0, 2.1, 2.1, 3.3, 3.7, 3.8, 3.8, 3.9, 4.5, 4.6, 4.7, 4.9, 5.7]"
S2,8417,-599.822041,-1.3558,1843.4,True,61,2.097,4.337,separated,"[1.1, 1.1, 1.1, 1.1, 1.4, 1.8, 1.8, 1.8, 2.1, 2.1, 2.1, 3.0, 3.2, 3.3, 3.4, 3.6, 3.7, 4.1, 4.3, 4.6, 4.7]"
S2,4367,-599.821983,-1.3558,1843.5,True,76,2.091,3.285,reactive-loose,"[1.1, 1.1, 1.1, 1.1, 1.4, 1.8, 1.8, 1.8, 2.0, 2.1, 2.1, 3.3, 3.7, 3.8, 3.8, 3.9, 4.5, 4.6, 4.6, 4.9, 5.7]"
S2,4379,-599.821638,-1.3554,1843.9,True,59,2.068,4.231,separated,"[1.1, 1.1, 1.1, 1.1, 1.4, 1.8, 1.8, 1.8, 2.0, 2.1, 2.1, 2.9, 3.0, 3.6, 3.6, 3.8, 3.8, 3.9, 4.2, 4.7, 4.7]"
S2,10168,-599.821506,-1.3553,1844.0,True,113,2.086,3.315,reactive-loose,"[1.1, 1.1, 1.1, 1.1, 1.4, 1.8, 1.8, 1.8, 2.0, 2.1, 2.1, 3.0, 3.3, 3.5, 3.6, 3.6, 3.7, 3.7, 3.8, 4.7, 4.8]"
S2,4111,-599.820278,-1.3541,1845.2,True,109,2.086,3.292,reactive-loose,"[1.1, 1.1, 1.1, 1.1, 1.4, 1.8, 1.8, 1.8, 2.0, 2.1, 2.1, 2.9, 3.3, 3.4, 3.6, 3.6, 3.6, 3.7, 3.7, 4.6, 4.8]"
S2,5851,-599.820157,-1.354,1845.3,True,46,2.057,4.631,separated,"[1.1, 1.1, 1.1, 1.1, 1.4, 1.8, 1.8, 1.8, 2.0, 2.1, 2.1, 3.1, 3.5, 3.9, 4.0, 4.4, 4.4, 4.6, 4.8, 5.0, 5.3]"
S2,9462,-599.819848,-1.3536,1845.6,True,46,2.098,4.189,separated,"[1.1, 1.1, 1.1, 1.1, 1.4, 1.8, 1.8, 1.8, 2.0, 2.1, 2.1, 2.9, 3.5, 3.6, 3.7, 4.2, 4.2, 4.3, 4.5, 4.6, 5.3]"
S2,6894,-599.816689,-1.3505,1848.8,True,76,2.066,3.021,reactive-loose,"[1.1, 1.1, 1.1, 1.1, 1.4, 1.8, 1.8, 1.8, 2.0, 2.1, 2.1, 3.0, 3.3, 3.7, 3.7, 3.9, 4.1, 4.5, 4.8, 4.9, 4.9]"
S2,10354,-599.815346,-1.3491,1850.1,True,63,2.096,3.259,reactive-loose,"[1.1, 1.1, 1.1, 1.1, 1.4, 1.8, 1.8, 1.8, 2.0, 2.1, 2.1, 3.3, 3.6, 3.7, 3.8, 3.8, 4.2, 4.3, 4.4, 4.9, 5.4]"
S2,11144,-599.814888,-1.3487,1850.6,True,72,2.049,2.895,reactive-close,"[1.1, 1.1, 1.1, 1.1, 1.4, 1.8, 1.8, 1.8, 2.0, 2.1, 2.1, 2.9, 2.9, 3.4, 3.4, 3.7, 3.9, 4.1, 4.4, 4.4, 5.1]"
S2,7942,-599.811886,-1.3457,1853.6,True,56,2.089,3.817,reactive-loose,"[1.1, 1.1, 1.1, 1.1, 1.4, 1.8, 1.8, 1.8, 2.0, 2.1, 2.1, 3.6, 3.8, 3.9, 4.0, 4.1, 4.5, 4.6, 4.7, 5.2, 5.7]"
S2,4213,-599.811633,-1.3454,1853.9,True,70,2.085,3.268,reactive-loose,"[1.1, 1.1, 1.1, 1.1, 1.4, 1.8, 1.8, 1.8, 2.0, 2.1, 2.1, 3.3, 3.6, 3.7, 3.7, 3.9, 4.4, 4.5, 4.6, 4.9, 5.6]"
S2,4362,-599.811152,-1.345,1854.3,True,62,2.078,3.228,reactive-loose,"[1.1, 1.1, 1.1, 1.1, 1.4, 1.8, 1.8, 1.8, 2.0, 2.1, 2.1, 3.2, 3.6, 3.6, 3.8, 3.9, 4.2, 4.3, 4.4, 4.9, 5.4]"
S2,10508,-599.809389,-1.3432,1856.1,True,59,2.073,3.236,reactive-loose,"[1.1, 1.1, 1.1, 1.1, 1.4, 1.8, 1.8, 1.8, 2.0, 2.1, 2.1, 3.2, 3.6, 3.7, 3.8, 3.9, 4.2, 4.3, 4.4, 4.9, 5.4]"
S2,1722,-599.808462,-1.3423,1857.0,True,65,2.085,3.975,reactive-loose,"[1.1, 1.1, 1.1, 1.1, 1.4, 1.8, 1.8, 1.8, 2.0, 2.1, 2.1, 3.6, 3.7, 3.9, 4.0, 4.0, 4.3, 4.6, 4.7, 5.1, 5.7]"
S2,7630,-599.808272,-1.3421,1857.2,True,41,2.091,4.031,separated,"[1.1, 1.1, 1.1, 1.1, 1.4, 1.8, 1.8, 1.8, 2.0, 2.1, 2.1, 3.8, 3.9, 3.9, 4.0, 4.1, 4.5, 4.6, 4.7, 5.3, 5.8]"
S2,7924,-599.80758,-1.3414,1857.9,True,46,2.084,3.747,reactive-loose,"[1.1, 1.1, 1.1, 1.1, 1.4, 1.8, 1.8, 1.8, 2.0, 2.1, 2.1, 3.4, 3.7, 3.9, 4.0, 4.0, 4.6, 4.7, 4.7, 5.1, 5.7]"
S2,5909,-599.807178,-1.341,1858.3,True,74,2.094,3.592,reactive-loose,"[1.1, 1.1, 1.1, 1.1, 1.4, 1.8, 1.8, 1.8, 2.0, 2.1, 2.1, 3.6, 3.9, 4.1, 4.3, 4.4, 4.6, 4.8, 5.2, 5.4, 5.8]"
S2,5999,-599.806312,-1.3401,1859.2,True,73,2.091,3.542,reactive-loose,"[1.1, 1.1, 1.1, 1.1, 1.4, 1.8, 1.8, 1.8, 2.0, 2.1, 2.1, 3.5, 3.8, 4.2, 4.2, 4.3, 4.6, 4.7, 5.0, 5.3, 5.7]"
S2,5988,-599.806075,-1.3399,1859.4,True,67,2.094,3.614,reactive-loose,"[1.1, 1.1, 1.1, 1.1, 1.4, 1.8, 1.8, 1.8, 2.0, 2.1, 2.1, 3.6, 3.9, 4.1, 4.3, 4.4, 4.6, 4.8, 5.1, 5.4, 5.8]"
S2,3324,-599.805892,-1.3397,1859.6,True,71,2.094,3.195,reactive-loose,"[1.1, 1.1, 1.1, 1.1, 1.4, 1.8, 1.8, 1.8, 2.0, 2.1, 2.1, 3.2, 3.3, 3.4, 3.4, 3.5, 3.6, 3.7, 3.8, 4.7, 4.8]"
S2,9665,-599.805669,-1.3395,1859.8,True,55,2.096,3.559,reactive-loose,"[1.1, 1.1, 1.1, 1.1, 1.4, 1.8, 1.8, 1.8, 2.0, 2.1, 2.1, 3.5, 3.6, 4.3, 4.4, 4.7, 4.7, 4.8, 5.2, 5.5, 5.6]"
S2,10351,-599.805465,-1.3393,1860.0,True,55,2.066,3.238,reactive-loose,"[1.1, 1.1, 1.1, 1.2, 1.4, 1.8, 1.8, 1.8, 2.0, 2.1, 2.1, 3.2, 3.5, 3.7, 3.8, 3.9, 4.2, 4.3, 4.4, 5.0, 5.4]"
S2,7566,-599.80448,-1.3383,1861.0,True,44,2.079,3.754,reactive-loose,"[1.1, 1.1, 1.1, 1.1, 1.4, 1.8, 1.8, 1.8, 2.0, 2.1, 2.1, 3.4, 3.8, 3.9, 4.0, 4.0, 4.6, 4.7, 4.7, 5.1, 5.7]"
S2,10531,-599.804417,-1.3382,1861.1,True,63,2.086,3.222,reactive-loose,"[1.1, 1.1, 1.1, 1.1, 1.4, 1.8, 1.8, 1.8, 2.0, 2.1, 2.1, 3.2, 3.6, 3.7, 3.8, 3.8, 4.2, 4.4, 4.6, 4.9, 5.4]"
S2,9596,-599.804312,-1.3381,1861.2,True,54,2.094,3.278,reactive-loose,"[1.1, 1.1, 1.1, 1.1, 1.4, 1.8, 1.8, 1.8, 2.0, 2.1, 2.1, 3.3, 3.3, 3.4, 3.5, 3.5, 3.7, 3.8, 3.9, 4.7, 5.0]"
S2,2005,-599.804149,-1.3379,1861.3,True,45,2.091,4.013,separated,"[1.1, 1.1, 1.1, 1.1, 1.4, 1.8, 1.8, 1.8, 2.0, 2.1, 2.1, 3.7, 3.8, 3.8, 4.0, 4.0, 4.3, 4.6, 4.6, 5.1, 5.7]"
S2,9651,-599.804126,-1.3379,1861.4,True,46,2.095,3.516,reactive-loose,"[1.1, 1.1, 1.1, 1.1, 1.4, 1.8, 1.8, 1.8, 2.0, 2.1, 2.1, 3.5, 3.5, 4.1, 4.3, 4.5, 4.6, 4.6, 5.0, 5.3, 5.5]"
S2,7567,-599.803522,-1.3373,1862.0,True,73,2.083,4.002,separated,"[1.1, 1.1, 1.1, 1.1, 1.4, 1.8, 1.8, 1.8, 2.0, 2.1, 2.1, 3.8, 3.9, 3.9, 4.0, 4.1, 4.5, 4.6, 4.6, 5.2, 5.7]"
S2,7984,-599.802958,-1.3368,1862.5,True,41,2.098,4.014,separated,"[1.1, 1.1, 1.1, 1.1, 1.4, 1.8, 1.8, 1.8, 2.0, 2.1, 2.1, 3.7, 3.8, 3.9, 4.0, 4.0, 4.4, 4.6, 4.6, 5.2, 5.7]"
S2,8416,-599.801931,-1.3357,1863.6,True,57,2.096,3.406,reactive-loose,"[1.1, 1.1, 1.1, 1.1, 1.4, 1.8, 1.8, 1.8, 2.0, 2.1, 2.1, 3.4, 3.4, 3.7, 3.8, 3.8, 4.1, 4.2, 4.4, 5.0, 5.3]"
S2,4211,-599.801622,-1.3354,1863.9,True,51,2.063,3.229,reactive-loose,"[1.1, 1.1, 1.1, 1.1, 1.4, 1.8, 1.8, 1.8, 2.0, 2.1, 2.1, 3.2, 3.5, 3.7, 3.8, 4.0, 4.2, 4.2, 4.4, 5.0, 5.3]"
S2,7925,-599.801619,-1.3354,1863.9,True,73,2.082,4.017,separated,"[1.1, 1.1, 1.1, 1.1, 1.4, 1.8, 1.8, 1.8, 2.0, 2.1, 2.1, 3.8, 3.8, 3.9, 4.0, 4.1, 4.5, 4.6, 4.6, 5.2, 5.7]"
S2,3047,-599.800629,-1.3344,1864.9,True,44,2.089,3.478,reactive-loose,"[1.1, 1.1, 1.1, 1.1, 1.4, 1.8, 1.8, 1.8, 2.0, 2.1, 2.1, 3.5, 3.5, 4.0, 4.3, 4.5, 4.5, 4.6, 5.0, 5.3, 5.5]"
S2,3475,-599.800296,-1.3341,1865.2,True,69,2.089,3.442,reactive-loose,"[1.1, 1.1, 1.1, 1.1, 1.4, 1.8, 1.8, 1.8, 2.0, 2.1, 2.1, 3.4, 3.4, 3.7, 3.9, 4.0, 4.2, 4.3, 4.6, 5.0, 5.4]"
S2,2455,-599.800211,-1.334,1865.3,True,66,2.088,3.313,reactive-loose,"[1.1, 1.1, 1.1, 1.1, 1.4, 1.8, 1.8, 1.8, 2.0, 2.1, 2.1, 3.3, 3.4, 3.7, 3.8, 3.8, 3.9, 4.1, 4.3, 5.0, 5.2]"
S2,7938,-599.800174,-1.334,1865.3,True,74,2.082,3.775,reactive-loose,"[1.1, 1.1, 1.1, 1.1, 1.4, 1.8, 1.8, 1.8, 2.0, 2.1, 2.1, 3.6, 3.6, 3.8, 4.0, 4.0, 4.3, 4.5, 4.7, 5.1, 5.6]"
S2,7626,-599.80002,-1.3338,1865.5,True,41,2.097,4.029,separated,"[1.1, 1.1, 1.1, 1.1, 1.4, 1.8, 1.8, 1.8, 2.0, 2.1, 2.1, 3.7, 3.8, 3.9, 4.0, 4.0, 4.3, 4.6, 4.6, 5.1, 5.7]"
S2,4384,-599.799596,-1.3334,1865.9,True,58,2.087,3.221,reactive-loose,"[1.1, 1.1, 1.1, 1.1, 1.4, 1.8, 1.8, 1.8, 2.0, 2.1, 2.1, 3.2, 3.6, 3.7, 3.8, 3.8, 4.1, 4.4, 4.6, 4.9, 5.4]"
S2,3329,-599.796887,-1.3307,1868.6,True,74,2.083,3.167,reactive-loose,"[1.1, 1.1, 1.1, 1.1, 1.4, 1.8, 1.8, 1.8, 2.0, 2.1, 2.1, 3.2, 3.2, 3.4, 3.6, 3.6, 3.6, 3.7, 3.7, 4.7, 4.8]"
S2,6081,-599.796579,-1.3304,1868.9,True,61,2.09,3.875,reactive-loose,"[1.1, 1.1, 1.1, 1.1, 1.4, 1.8, 1.8, 1.8, 2.0, 2.1, 2.1, 3.5, 3.9, 4.2, 4.4, 4.7, 5.0, 5.1, 5.3, 5.4, 6.0]"
S2,9603,-599.795335,-1.3291,1870.2,True,73,2.084,3.17,reactive-loose,"[1.1, 1.1, 1.1, 1.1, 1.4, 1.8, 1.8, 1.8, 2.0, 2.1, 2.1, 3.2, 3.2, 3.4, 3.6, 3.6, 3.6, 3.7, 3.7, 4.8, 4.8]"
S2,9538,-599.795147,-1.3289,1870.3,True,55,2.089,4.49,separated,"[1.1, 1.1, 1.1, 1.1, 1.4, 1.8, 1.8, 1.8, 2.0, 2.1, 2.1, 3.6, 3.9, 4.1, 4.1, 4.3, 4.5, 4.8, 4.8, 5.2, 5.9]"
S2,3333,-599.794067,-1.3279,1871.4,True,70,2.091,3.191,reactive-loose,"[1.1, 1.1, 1.1, 1.1, 1.4, 1.8, 1.8, 1.8, 2.0, 2.1, 2.1, 3.2, 3.2, 3.4, 3.6, 3.6, 3.6, 3.7, 3.7, 4.7, 4.8]"
S2,4838,-599.793891,-1.3277,1871.6,True,78,2.09,3.134,reactive-loose,"[1.1, 1.1, 1.1, 1.1, 1.4, 1.8, 1.8, 1.8, 2.0, 2.1, 2.1, 3.1, 3.3, 3.8, 4.1, 4.2, 4.3, 4.7, 4.9, 5.0, 5.1]"
S2,6021,-599.793035,-1.3268,1872.5,True,69,2.085,3.167,reactive-loose,"[1.1, 1.1, 1.1, 1.1, 1.4, 1.8, 1.8, 1.8, 2.0, 2.1, 2.1, 3.2, 3.4, 3.5, 3.7, 3.7, 3.8, 3.8, 3.9, 4.8, 4.9]"
S2,6542,-599.792677,-1.3265,1872.8,True,55,2.083,3.844,reactive-loose,"[1.1, 1.1, 1.1, 1.1, 1.4, 1.8, 1.8, 1.8, 2.0, 2.1, 2.1, 3.4, 3.8, 4.1, 4.3, 4.8, 4.9, 4.9, 5.3, 5.3, 5.9]"
S2,9605,-599.792504,-1.3263,1873.0,True,69,2.09,3.2,reactive-loose,"[1.1, 1.1, 1.1, 1.1, 1.4, 1.8, 1.8, 1.8, 2.0, 2.1, 2.1, 3.2, 3.3, 3.4, 3.6, 3.6, 3.6, 3.7, 3.7, 4.7, 4.8]"
S2,9155,-599.79205,-1.3258,1873.4,True,61,2.084,5.709,thermodynamic,"[1.1, 1.1, 1.1, 1.1, 1.4, 1.8, 1.8, 1.8, 2.0, 2.1, 2.1, 3.4, 3.5, 3.8, 3.9, 4.0, 4.1, 4.1, 4.3, 5.1, 5.7]"
S2,6461,-599.791892,-1.3257,1873.6,True,67,2.085,3.178,reactive-loose,"[1.1, 1.1, 1.1, 1.1, 1.4, 1.8, 1.8, 1.8, 2.0, 2.1, 2.1, 3.2, 3.4, 3.5, 3.7, 3.7, 3.8, 3.9, 4.0, 4.8, 5.0]"
S2,823,-599.791211,-1.325,1874.3,True,67,2.091,3.029,reactive-loose,"[1.1, 1.1, 1.1, 1.1, 1.4, 1.8, 1.8, 1.8, 2.0, 2.1, 2.1, 3.0, 3.4, 3.7, 3.9, 4.2, 4.3, 4.4, 4.9, 5.0, 5.3]"
S2,6237,-599.790378,-1.3242,1875.1,True,53,2.057,3.348,reactive-loose,"[1.1, 1.1, 1.1, 1.1, 1.4, 1.8, 1.8, 1.8, 2.0, 2.1, 2.1, 3.3, 3.4, 4.2, 4.3, 4.4, 4.4, 4.4, 4.8, 5.3, 5.4]"
S2,2459,-599.78995,-1.3237,1875.5,True,67,2.093,3.387,reactive-loose,"[1.1, 1.1, 1.1, 1.1, 1.4, 1.8, 1.8, 1.8, 2.0, 2.1, 2.1, 3.4, 3.4, 3.7, 3.9, 3.9, 4.1, 4.2, 4.3, 5.0, 5.2]"
S2,8423,-599.789623,-1.3234,1875.9,True,66,2.094,3.372,reactive-loose,"[1.1, 1.1, 1.1, 1.1, 1.4, 1.8, 1.8, 1.8, 2.0, 2.1, 2.1, 3.4, 3.4, 3.6, 3.9, 3.9, 4.1, 4.1, 4.2, 5.0, 5.2]"
S2,3519,-599.789114,-1.3229,1876.4,True,54,2.053,3.044,reactive-loose,"[1.1, 1.1, 1.1, 1.1, 1.4, 1.8, 1.8, 1.8, 2.0, 2.1, 2.1, 3.0, 3.4, 3.8, 3.8, 3.9, 4.3, 4.4, 4.8, 4.9, 5.4]"
S2,9667,-599.788976,-1.3228,1876.5,True,62,2.09,3.468,reactive-loose,"[1.1, 1.1, 1.1, 1.1, 1.4, 1.8, 1.8, 1.8, 2.0, 2.1, 2.1, 3.5, 3.5, 4.3, 4.4, 4.6, 4.6, 4.7, 5.1, 5.4, 5.5]"
S2,8426,-599.788669,-1.3225,1876.8,True,66,2.091,3.381,reactive-loose,"[1.1, 1.1, 1.1, 1.1, 1.4, 1.8, 1.8, 1.8, 2.0, 2.1, 2.1, 3.4, 3.4, 3.7, 3.8, 3.8, 4.0, 4.1, 4.3, 5.0, 5.2]"
S2,829,-599.788606,-1.3224,1876.9,True,79,2.095,3.047,reactive-loose,"[1.1, 1.1, 1.1, 1.1, 1.4, 1.8, 1.8, 1.8, 2.0, 2.1, 2.1, 3.0, 3.4, 3.7, 3.8, 4.1, 4.3, 4.4, 4.8, 4.9, 5.4]"
S2,8422,-599.788356,-1.3222,1877.1,True,67,2.093,3.371,reactive-loose,"[1.1, 1.1, 1.1, 1.1, 1.4, 1.8, 1.8, 1.8, 2.0, 2.1, 2.1, 3.4, 3.4, 3.7, 3.9, 3.9, 4.1, 4.1, 4.2, 5.0, 5.2]"
S2,2463,-599.787387,-1.3212,1878.1,True,63,2.092,3.389,reactive-loose,"[1.1, 1.1, 1.1, 1.1, 1.4, 1.8, 1.8, 1.8, 2.0, 2.1, 2.1, 3.4, 3.4, 3.7, 3.8, 3.9, 4.1, 4.2, 4.3, 5.0, 5.2]"
S2,2460,-599.787114,-1.3209,1878.4,True,62,2.092,3.373,reactive-loose,"[1.1, 1.1, 1.1, 1.1, 1.4, 1.8, 1.8, 1.8, 2.0, 2.1, 2.1, 3.4, 3.4, 3.6, 3.8, 3.9, 4.1, 4.1, 4.2, 5.0, 5.2]"
S2,6522,-599.786846,-1.3206,1878.6,True,45,2.072,3.825,reactive-loose,"[1.1, 1.1, 1.1, 1.1, 1.4, 1.8, 1.8, 1.8, 2.0, 2.1, 2.1, 3.3, 3.8, 4.1, 4.2, 4.6, 5.0, 5.0, 5.2, 5.3, 5.9]"
S2,3482,-599.785944,-1.3197,1879.5,True,63,2.089,3.453,reactive-loose,"[1.1, 1.1, 1.1, 1.1, 1.4, 1.8, 1.8, 1.8, 2.0, 2.1, 2.1, 3.4, 3.5, 3.9, 3.9, 4.0, 4.3, 4.3, 4.5, 5.1, 5.4]"
S2,9604,-599.785822,-1.3196,1879.7,True,53,2.099,3.274,reactive-loose,"[1.1, 1.1, 1.1, 1.1, 1.4, 1.8, 1.8, 1.8, 2.0, 2.1, 2.1, 3.3, 3.3, 3.3, 3.7, 3.8, 3.9, 3.9, 4.0, 4.8, 5.0]"
S2,3478,-599.78539,-1.3192,1880.1,True,64,2.091,3.44,reactive-loose,"[1.1, 1.1, 1.1, 1.1, 1.4, 1.8, 1.8, 1.8, 2.0, 2.1, 2.1, 3.4, 3.5, 3.9, 4.0, 4.0, 4.3, 4.3, 4.5, 5.1, 5.4]"
